Fold 2 | Epoch [1/150] | Train Loss: 0.0272 | Val Loss: 0.0212 | R2: -0.2252 | Pearson: 0.2430
Fold 2 | Epoch [28/150] | Train Loss: 0.0026 | Val Loss: 0.0343 | R2: -0.9917 | Pearson: 0.2222
Fold 2 | Epoch [29/150] | Train Loss: 0.0023 | Val Loss: 0.0155 | R2: 0.0984 | Pearson: 0.4035
Fold 2 | Epoch [30/150] | Train Loss: 0.0024 | Val Loss: 0.0148 | R2: 0.1436 | Pearson: 0.4448
Fold 2 | Epoch [31/150] | Train Loss: 0.0023 | Val Loss: 0.0141 | R2: 0.1824 | Pearson: 0.5101
Fold 2 | Epoch [32/150] | Train Loss: 0.0021 | Val Loss: 0.0170 | R2: 0.0117 | Pearson: 0.3762
Fold 2 | Epoch [33/150] | Train Loss: 0.0022 | Val Loss: 0.0152 | R2: 0.1172 | Pearson: 0.4575
Fold 2 | Epoch [34/150] | Train Loss: 0.0021 | Val Loss: 0.0134 | R2: 0.2247 | Pearson: 0.5234
Fold 2 | Epoch [35/150] | Train Loss: 0.0019 | Val Loss: 0.0135 | R2: 0.2229 | Pearson: 0.4968
Fold 2 | Epoch [36/150] | Train Loss: 0.0020 | Val Loss: 0.0155 | R2: 0.1002 | Pearson: 0.4028
Fold 2 | Epoch [37/150] | Train Loss: 0.0019 | Val Loss: 0.0137 | R2: 0.2053 | Pearson: 0.4848
Fold 2 | Epoch [38/150] | Train Loss: 0.0017 | Val Loss: 0.0128 | R2: 0.2594 | Pearson: 0.5261
Fold 2 | Epoch [39/150] | Train Loss: 0.0017 | Val Loss: 0.0181 | R2: -0.0473 | Pearson: 0.4262
Fold 2 | Epoch [40/150] | Train Loss: 0.0018 | Val Loss: 0.0153 | R2: 0.1156 | Pearson: 0.4181
Fold 2 | Epoch [41/150] | Train Loss: 0.0017 | Val Loss: 0.0202 | R2: -0.1712 | Pearson: 0.2497
Fold 2 | Epoch [42/150] | Train Loss: 0.0016 | Val Loss: 0.0199 | R2: -0.1527 | Pearson: 0.2578
Fold 2 | Epoch [43/150] | Train Loss: 0.0014 | Val Loss: 0.0159 | R2: 0.0815 | Pearson: 0.4836
Fold 2 | Epoch [44/150] | Train Loss: 0.0014 | Val Loss: 0.0147 | R2: 0.1440 | Pearson: 0.4843
Fold 2 | Epoch [45/150] | Train Loss: 0.0015 | Val Loss: 0.0167 | R2: 0.0314 | Pearson: 0.3862
Fold 2 | Epoch [46/150] | Train Loss: 0.0014 | Val Loss: 0.0163 | R2: 0.0537 | Pearson: 0.3348
Fold 2 | Epoch [47/150] | Train Loss: 0.0017 | Val Loss: 0.0138 | R2: 0.2024 | Pearson: 0.5067
Fold 2 | Epoch [48/150] | Train Loss: 0.0014 | Val Loss: 0.0150 | R2: 0.1274 | Pearson: 0.3930
Fold 2 | Epoch [49/150] | Train Loss: 0.0014 | Val Loss: 0.0159 | R2: 0.0800 | Pearson: 0.3573
Fold 2 | Epoch [50/150] | Train Loss: 0.0013 | Val Loss: 0.0416 | R2: -1.4060 | Pearson: 0.0243
Fold 2 | Epoch [51/150] | Train Loss: 0.0011 | Val Loss: 0.0148 | R2: 0.1399 | Pearson: 0.4069
Fold 2 | Epoch [52/150] | Train Loss: 0.0012 | Val Loss: 0.0157 | R2: 0.0904 | Pearson: 0.4728
Fold 2 | Epoch [53/150] | Train Loss: 0.0012 | Val Loss: 0.0134 | R2: 0.2241 | Pearson: 0.4841
Fold 2 | Epoch [54/150] | Train Loss: 0.0011 | Val Loss: 0.0155 | R2: 0.1008 | Pearson: 0.4763
Fold 2 | Epoch [55/150] | Train Loss: 0.0011 | Val Loss: 0.0196 | R2: -0.1333 | Pearson: 0.2293
Fold 2 | Epoch [56/150] | Train Loss: 0.0011 | Val Loss: 0.0244 | R2: -0.4121 | Pearson: 0.2798
Fold 2 | Epoch [57/150] | Train Loss: 0.0012 | Val Loss: 0.0171 | R2: 0.0152 | Pearson: 0.3061
Fold 2 | Epoch [58/150] | Train Loss: 0.0011 | Val Loss: 0.0135 | R2: 0.2157 | Pearson: 0.4853
Fold 2 | Epoch [59/150] | Train Loss: 0.0013 | Val Loss: 0.0136 | R2: 0.2147 | Pearson: 0.4730
Fold 2 | Epoch [60/150] | Train Loss: 0.0013 | Val Loss: 0.0128 | R2: 0.2597 | Pearson: 0.5374
Fold 2 | Epoch [61/150] | Train Loss: 0.0010 | Val Loss: 0.0130 | R2: 0.2471 | Pearson: 0.5363
Fold 2 | Epoch [62/150] | Train Loss: 0.0009 | Val Loss: 0.0143 | R2: 0.1736 | Pearson: 0.4447
Fold 2 | Epoch [63/150] | Train Loss: 0.0009 | Val Loss: 0.0129 | R2: 0.2486 | Pearson: 0.5147
Fold 2 | Epoch [64/150] | Train Loss: 0.0009 | Val Loss: 0.0137 | R2: 0.2069 | Pearson: 0.4732
Fold 2 | Epoch [65/150] | Train Loss: 0.0009 | Val Loss: 0.0129 | R2: 0.2529 | Pearson: 0.5129
Fold 2 | Epoch [66/150] | Train Loss: 0.0008 | Val Loss: 0.0148 | R2: 0.1399 | Pearson: 0.4917
Fold 2 | Epoch [67/150] | Train Loss: 0.0008 | Val Loss: 0.0165 | R2: 0.0465 | Pearson: 0.3432
Fold 2 | Epoch [68/150] | Train Loss: 0.0008 | Val Loss: 0.0172 | R2: 0.0053 | Pearson: 0.4558
Fold 2 | Epoch [69/150] | Train Loss: 0.0009 | Val Loss: 0.0142 | R2: 0.1743 | Pearson: 0.4749
Fold 2 | Epoch [70/150] | Train Loss: 0.0008 | Val Loss: 0.0119 | R2: 0.3071 | Pearson: 0.5590
Fold 2 | Epoch [71/150] | Train Loss: 0.0007 | Val Loss: 0.0154 | R2: 0.1064 | Pearson: 0.4808
Fold 2 | Epoch [72/150] | Train Loss: 0.0007 | Val Loss: 0.0224 | R2: -0.2990 | Pearson: 0.3004
Fold 2 | Epoch [73/150] | Train Loss: 0.0007 | Val Loss: 0.0135 | R2: 0.2185 | Pearson: 0.4790
Fold 2 | Epoch [74/150] | Train Loss: 0.0007 | Val Loss: 0.0146 | R2: 0.1561 | Pearson: 0.4392
Fold 2 | Epoch [75/150] | Train Loss: 0.0007 | Val Loss: 0.0144 | R2: 0.1630 | Pearson: 0.4244
Fold 2 | Epoch [76/150] | Train Loss: 0.0007 | Val Loss: 0.0133 | R2: 0.2314 | Pearson: 0.4923
Fold 2 | Epoch [77/150] | Train Loss: 0.0006 | Val Loss: 0.0137 | R2: 0.2043 | Pearson: 0.5147
Fold 2 | Epoch [78/150] | Train Loss: 0.0006 | Val Loss: 0.0125 | R2: 0.2740 | Pearson: 0.5489
Fold 2 | Epoch [79/150] | Train Loss: 0.0006 | Val Loss: 0.0135 | R2: 0.2160 | Pearson: 0.5141
Fold 2 | Epoch [80/150] | Train Loss: 0.0006 | Val Loss: 0.0139 | R2: 0.1924 | Pearson: 0.4758
Fold 2 | Epoch [81/150] | Train Loss: 0.0005 | Val Loss: 0.0121 | R2: 0.2972 | Pearson: 0.5654
Fold 2 | Epoch [82/150] | Train Loss: 0.0006 | Val Loss: 0.0121 | R2: 0.2988 | Pearson: 0.5550
Fold 2 | Epoch [83/150] | Train Loss: 0.0006 | Val Loss: 0.0132 | R2: 0.2354 | Pearson: 0.4908
Fold 2 | Epoch [84/150] | Train Loss: 0.0006 | Val Loss: 0.0127 | R2: 0.2649 | Pearson: 0.5216
Fold 2 | Epoch [85/150] | Train Loss: 0.0006 | Val Loss: 0.0118 | R2: 0.3173 | Pearson: 0.5715
Fold 2 | Epoch [86/150] | Train Loss: 0.0005 | Val Loss: 0.0119 | R2: 0.3103 | Pearson: 0.5708
Fold 2 | Epoch [87/150] | Train Loss: 0.0005 | Val Loss: 0.0122 | R2: 0.2902 | Pearson: 0.5428
Fold 2 | Epoch [88/150] | Train Loss: 0.0005 | Val Loss: 0.0143 | R2: 0.1691 | Pearson: 0.5014
Fold 2 | Epoch [89/150] | Train Loss: 0.0005 | Val Loss: 0.0124 | R2: 0.2794 | Pearson: 0.5349
Fold 2 | Epoch [90/150] | Train Loss: 0.0005 | Val Loss: 0.0122 | R2: 0.2947 | Pearson: 0.5636
Fold 2 | Epoch [91/150] | Train Loss: 0.0005 | Val Loss: 0.0123 | R2: 0.2842 | Pearson: 0.5464
Fold 2 | Epoch [92/150] | Train Loss: 0.0005 | Val Loss: 0.0117 | R2: 0.3194 | Pearson: 0.5662
Fold 2 | Epoch [93/150] | Train Loss: 0.0005 | Val Loss: 0.0118 | R2: 0.3124 | Pearson: 0.5597
Fold 2 | Epoch [94/150] | Train Loss: 0.0004 | Val Loss: 0.0120 | R2: 0.3043 | Pearson: 0.5527
Fold 2 | Epoch [95/150] | Train Loss: 0.0004 | Val Loss: 0.0120 | R2: 0.3023 | Pearson: 0.5539
Fold 2 | Epoch [96/150] | Train Loss: 0.0004 | Val Loss: 0.0126 | R2: 0.2675 | Pearson: 0.5195
Fold 2 | Epoch [97/150] | Train Loss: 0.0004 | Val Loss: 0.0121 | R2: 0.2979 | Pearson: 0.5474
Fold 2 | Epoch [98/150] | Train Loss: 0.0004 | Val Loss: 0.0123 | R2: 0.2886 | Pearson: 0.5393
Fold 2 | Epoch [99/150] | Train Loss: 0.0004 | Val Loss: 0.0128 | R2: 0.2588 | Pearson: 0.5510
Fold 2 | Epoch [100/150] | Train Loss: 0.0004 | Val Loss: 0.0121 | R2: 0.3001 | Pearson: 0.5504
Fold 2 | Epoch [101/150] | Train Loss: 0.0004 | Val Loss: 0.0119 | R2: 0.3092 | Pearson: 0.5582
Fold 2 | Epoch [102/150] | Train Loss: 0.0004 | Val Loss: 0.0123 | R2: 0.2848 | Pearson: 0.5365
Fold 2 | Epoch [103/150] | Train Loss: 0.0004 | Val Loss: 0.0118 | R2: 0.3170 | Pearson: 0.5688
Fold 2 | Epoch [104/150] | Train Loss: 0.0004 | Val Loss: 0.0116 | R2: 0.3280 | Pearson: 0.5729
Fold 2 | Epoch [105/150] | Train Loss: 0.0004 | Val Loss: 0.0116 | R2: 0.3308 | Pearson: 0.5761
Fold 2 | Epoch [106/150] | Train Loss: 0.0004 | Val Loss: 0.0117 | R2: 0.3224 | Pearson: 0.5705
Fold 2 | Epoch [107/150] | Train Loss: 0.0004 | Val Loss: 0.0118 | R2: 0.3152 | Pearson: 0.5651
Fold 2 | Epoch [108/150] | Train Loss: 0.0004 | Val Loss: 0.0131 | R2: 0.2460 | Pearson: 0.5551
Fold 2 | Epoch [109/150] | Train Loss: 0.0004 | Val Loss: 0.0121 | R2: 0.3000 | Pearson: 0.5621
Fold 2 | Epoch [110/150] | Train Loss: 0.0003 | Val Loss: 0.0118 | R2: 0.3145 | Pearson: 0.5646
Fold 2 | Epoch [111/150] | Train Loss: 0.0003 | Val Loss: 0.0119 | R2: 0.3118 | Pearson: 0.5636
Fold 2 | Epoch [112/150] | Train Loss: 0.0003 | Val Loss: 0.0115 | R2: 0.3299 | Pearson: 0.5805
Fold 2 | Epoch [113/150] | Train Loss: 0.0003 | Val Loss: 0.0119 | R2: 0.3060 | Pearson: 0.5541
Fold 2 | Epoch [114/150] | Train Loss: 0.0003 | Val Loss: 0.0119 | R2: 0.3112 | Pearson: 0.5679
Fold 2 | Epoch [115/150] | Train Loss: 0.0003 | Val Loss: 0.0130 | R2: 0.2497 | Pearson: 0.5375
Fold 2 | Epoch [116/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3294 | Pearson: 0.5761
Fold 2 | Epoch [117/150] | Train Loss: 0.0003 | Val Loss: 0.0118 | R2: 0.3137 | Pearson: 0.5656
Fold 2 | Epoch [118/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3275 | Pearson: 0.5757
Fold 2 | Epoch [119/150] | Train Loss: 0.0003 | Val Loss: 0.0120 | R2: 0.3030 | Pearson: 0.5646
Fold 2 | Epoch [120/150] | Train Loss: 0.0003 | Val Loss: 0.0119 | R2: 0.3102 | Pearson: 0.5621
Fold 2 | Epoch [121/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3256 | Pearson: 0.5726
Fold 2 | Epoch [122/150] | Train Loss: 0.0003 | Val Loss: 0.0118 | R2: 0.3197 | Pearson: 0.5694
Fold 2 | Epoch [123/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3261 | Pearson: 0.5713
Fold 2 | Epoch [124/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3187 | Pearson: 0.5692
Fold 2 | Epoch [125/150] | Train Loss: 0.0003 | Val Loss: 0.0118 | R2: 0.3158 | Pearson: 0.5750
Fold 2 | Epoch [126/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3248 | Pearson: 0.5711
Fold 2 | Epoch [127/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3239 | Pearson: 0.5706
Fold 2 | Epoch [128/150] | Train Loss: 0.0002 | Val Loss: 0.0118 | R2: 0.3174 | Pearson: 0.5710
Fold 2 | Epoch [129/150] | Train Loss: 0.0003 | Val Loss: 0.0115 | R2: 0.3314 | Pearson: 0.5775
Fold 2 | Epoch [130/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3276 | Pearson: 0.5724
Fold 2 | Epoch [131/150] | Train Loss: 0.0002 | Val Loss: 0.0115 | R2: 0.3335 | Pearson: 0.5782
Fold 2 | Epoch [132/150] | Train Loss: 0.0002 | Val Loss: 0.0115 | R2: 0.3306 | Pearson: 0.5776
Fold 2 | Epoch [133/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3331 | Pearson: 0.5784
Fold 2 | Epoch [134/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3252 | Pearson: 0.5750
Fold 2 | Epoch [135/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3221 | Pearson: 0.5724
Fold 2 | Epoch [136/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3206 | Pearson: 0.5722
Fold 2 | Epoch [137/150] | Train Loss: 0.0002 | Val Loss: 0.0116 | R2: 0.3253 | Pearson: 0.5715
Fold 2 | Epoch [138/150] | Train Loss: 0.0003 | Val Loss: 0.0118 | R2: 0.3219 | Pearson: 0.5726
Fold 2 | Epoch [139/150] | Train Loss: 0.0002 | Val Loss: 0.0116 | R2: 0.3302 | Pearson: 0.5777
Fold 2 | Epoch [140/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3282 | Pearson: 0.5748
Fold 2 | Epoch [141/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3229 | Pearson: 0.5706
Fold 2 | Epoch [142/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3194 | Pearson: 0.5700
Fold 2 | Epoch [143/150] | Train Loss: 0.0002 | Val Loss: 0.0116 | R2: 0.3284 | Pearson: 0.5740
Fold 2 | Epoch [144/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3212 | Pearson: 0.5726
Fold 2 | Epoch [145/150] | Train Loss: 0.0002 | Val Loss: 0.0116 | R2: 0.3292 | Pearson: 0.5755
Fold 2 | Epoch [146/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3190 | Pearson: 0.5708
Fold 2 | Epoch [147/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3222 | Pearson: 0.5738
Fold 2 | Epoch [148/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3205 | Pearson: 0.5677
Fold 2 | Epoch [149/150] | Train Loss: 0.0002 | Val Loss: 0.0116 | R2: 0.3292 | Pearson: 0.5763
Fold 2 | Epoch [150/150] | Train Loss: 0.0002 | Val Loss: 0.0115 | R2: 0.3337 | Pearson: 0.5794
