Fold 1 | Epoch [1/150] | Train Loss: 0.0364 | Val Loss: 0.0156 | R2: 0.0841 | Pearson: 0.3191
Fold 1 | Epoch [66/150] | Train Loss: 0.0008 | Val Loss: 0.0112 | R2: 0.3437 | Pearson: 0.5911
Fold 1 | Epoch [67/150] | Train Loss: 0.0008 | Val Loss: 0.0138 | R2: 0.1895 | Pearson: 0.4662
Fold 1 | Epoch [68/150] | Train Loss: 0.0009 | Val Loss: 0.0123 | R2: 0.2791 | Pearson: 0.5744
Fold 1 | Epoch [69/150] | Train Loss: 0.0008 | Val Loss: 0.0144 | R2: 0.1604 | Pearson: 0.5446
Fold 1 | Epoch [70/150] | Train Loss: 0.0009 | Val Loss: 0.0146 | R2: 0.1495 | Pearson: 0.5351
Fold 1 | Epoch [71/150] | Train Loss: 0.0008 | Val Loss: 0.0136 | R2: 0.2040 | Pearson: 0.5431
Fold 1 | Epoch [72/150] | Train Loss: 0.0009 | Val Loss: 0.0112 | R2: 0.3430 | Pearson: 0.5868
Fold 1 | Epoch [73/150] | Train Loss: 0.0008 | Val Loss: 0.0126 | R2: 0.2634 | Pearson: 0.5296
Fold 1 | Epoch [74/150] | Train Loss: 0.0008 | Val Loss: 0.0191 | R2: -0.1198 | Pearson: 0.5084
Fold 1 | Epoch [75/150] | Train Loss: 0.0008 | Val Loss: 0.0115 | R2: 0.3239 | Pearson: 0.5820
Fold 1 | Epoch [76/150] | Train Loss: 0.0008 | Val Loss: 0.0112 | R2: 0.3437 | Pearson: 0.5868
Fold 1 | Epoch [77/150] | Train Loss: 0.0006 | Val Loss: 0.0161 | R2: 0.0543 | Pearson: 0.5129
Fold 1 | Epoch [78/150] | Train Loss: 0.0007 | Val Loss: 0.0153 | R2: 0.1063 | Pearson: 0.5365
Fold 1 | Epoch [79/150] | Train Loss: 0.0006 | Val Loss: 0.0118 | R2: 0.3118 | Pearson: 0.5989
Fold 1 | Epoch [80/150] | Train Loss: 0.0007 | Val Loss: 0.0123 | R2: 0.2785 | Pearson: 0.5625
Fold 1 | Epoch [81/150] | Train Loss: 0.0007 | Val Loss: 0.0142 | R2: 0.1656 | Pearson: 0.5513
Fold 1 | Epoch [82/150] | Train Loss: 0.0008 | Val Loss: 0.0113 | R2: 0.3356 | Pearson: 0.5872
Fold 1 | Epoch [83/150] | Train Loss: 0.0006 | Val Loss: 0.0126 | R2: 0.2607 | Pearson: 0.5526
Fold 1 | Epoch [84/150] | Train Loss: 0.0006 | Val Loss: 0.0111 | R2: 0.3476 | Pearson: 0.6028
Fold 1 | Epoch [85/150] | Train Loss: 0.0005 | Val Loss: 0.0109 | R2: 0.3593 | Pearson: 0.5999
Fold 1 | Epoch [86/150] | Train Loss: 0.0007 | Val Loss: 0.0156 | R2: 0.0820 | Pearson: 0.5046
Fold 1 | Epoch [87/150] | Train Loss: 0.0006 | Val Loss: 0.0114 | R2: 0.3295 | Pearson: 0.5985
Fold 1 | Epoch [88/150] | Train Loss: 0.0005 | Val Loss: 0.0168 | R2: 0.0114 | Pearson: 0.5364
Fold 1 | Epoch [89/150] | Train Loss: 0.0005 | Val Loss: 0.0126 | R2: 0.2622 | Pearson: 0.5667
Fold 1 | Epoch [90/150] | Train Loss: 0.0006 | Val Loss: 0.0156 | R2: 0.0869 | Pearson: 0.5410
Fold 1 | Epoch [91/150] | Train Loss: 0.0006 | Val Loss: 0.0112 | R2: 0.3429 | Pearson: 0.5919
Fold 1 | Epoch [92/150] | Train Loss: 0.0005 | Val Loss: 0.0112 | R2: 0.3406 | Pearson: 0.5836
Fold 1 | Epoch [93/150] | Train Loss: 0.0005 | Val Loss: 0.0113 | R2: 0.3373 | Pearson: 0.5810
Fold 1 | Epoch [94/150] | Train Loss: 0.0005 | Val Loss: 0.0123 | R2: 0.2776 | Pearson: 0.5753
Fold 1 | Epoch [95/150] | Train Loss: 0.0005 | Val Loss: 0.0112 | R2: 0.3431 | Pearson: 0.5975
Fold 1 | Epoch [96/150] | Train Loss: 0.0005 | Val Loss: 0.0122 | R2: 0.2864 | Pearson: 0.5624
Fold 1 | Epoch [97/150] | Train Loss: 0.0004 | Val Loss: 0.0111 | R2: 0.3466 | Pearson: 0.6082
Fold 1 | Epoch [98/150] | Train Loss: 0.0005 | Val Loss: 0.0111 | R2: 0.3506 | Pearson: 0.6070
Fold 1 | Epoch [99/150] | Train Loss: 0.0007 | Val Loss: 0.0111 | R2: 0.3493 | Pearson: 0.6003
Fold 1 | Epoch [100/150] | Train Loss: 0.0005 | Val Loss: 0.0110 | R2: 0.3546 | Pearson: 0.5983
Fold 1 | Epoch [101/150] | Train Loss: 0.0006 | Val Loss: 0.0111 | R2: 0.3509 | Pearson: 0.5983
Fold 1 | Epoch [102/150] | Train Loss: 0.0005 | Val Loss: 0.0110 | R2: 0.3525 | Pearson: 0.6049
Fold 1 | Epoch [103/150] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3527 | Pearson: 0.5939
Fold 1 | Epoch [104/150] | Train Loss: 0.0004 | Val Loss: 0.0106 | R2: 0.3782 | Pearson: 0.6161
Fold 1 | Epoch [105/150] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3569 | Pearson: 0.5977
Fold 1 | Epoch [106/150] | Train Loss: 0.0004 | Val Loss: 0.0111 | R2: 0.3516 | Pearson: 0.6027
Fold 1 | Epoch [107/150] | Train Loss: 0.0005 | Val Loss: 0.0110 | R2: 0.3527 | Pearson: 0.5953
Fold 1 | Epoch [108/150] | Train Loss: 0.0004 | Val Loss: 0.0114 | R2: 0.3320 | Pearson: 0.5866
Fold 1 | Epoch [109/150] | Train Loss: 0.0004 | Val Loss: 0.0109 | R2: 0.3601 | Pearson: 0.6007
Fold 1 | Epoch [110/150] | Train Loss: 0.0004 | Val Loss: 0.0121 | R2: 0.2923 | Pearson: 0.5827
Fold 1 | Epoch [111/150] | Train Loss: 0.0004 | Val Loss: 0.0112 | R2: 0.3450 | Pearson: 0.5984
Fold 1 | Epoch [112/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3695 | Pearson: 0.6119
Fold 1 | Epoch [113/150] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3599 | Pearson: 0.6030
Fold 1 | Epoch [114/150] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3534 | Pearson: 0.5946
Fold 1 | Epoch [115/150] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3560 | Pearson: 0.5968
Fold 1 | Epoch [116/150] | Train Loss: 0.0004 | Val Loss: 0.0113 | R2: 0.3345 | Pearson: 0.5984
Fold 1 | Epoch [117/150] | Train Loss: 0.0003 | Val Loss: 0.0111 | R2: 0.3526 | Pearson: 0.5955
Fold 1 | Epoch [118/150] | Train Loss: 0.0004 | Val Loss: 0.0108 | R2: 0.3659 | Pearson: 0.6057
Fold 1 | Epoch [119/150] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3559 | Pearson: 0.6007
Fold 1 | Epoch [120/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3633 | Pearson: 0.6037
Fold 1 | Epoch [121/150] | Train Loss: 0.0003 | Val Loss: 0.0111 | R2: 0.3514 | Pearson: 0.5958
Fold 1 | Epoch [122/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3594 | Pearson: 0.6002
Fold 1 | Epoch [123/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3613 | Pearson: 0.6012
Fold 1 | Epoch [124/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3629 | Pearson: 0.6032
Fold 1 | Epoch [125/150] | Train Loss: 0.0004 | Val Loss: 0.0109 | R2: 0.3608 | Pearson: 0.6039
Fold 1 | Epoch [126/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3622 | Pearson: 0.6054
Fold 1 | Epoch [127/150] | Train Loss: 0.0003 | Val Loss: 0.0111 | R2: 0.3539 | Pearson: 0.5958
Fold 1 | Epoch [128/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3604 | Pearson: 0.6015
Fold 1 | Epoch [129/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3638 | Pearson: 0.6035
Fold 1 | Epoch [130/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3651 | Pearson: 0.6048
Fold 1 | Epoch [131/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3627 | Pearson: 0.6023
Fold 1 | Epoch [132/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3628 | Pearson: 0.6031
Fold 1 | Epoch [133/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3655 | Pearson: 0.6051
Fold 1 | Epoch [134/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3662 | Pearson: 0.6054
Fold 1 | Epoch [135/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3600 | Pearson: 0.6015
Fold 1 | Epoch [136/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3634 | Pearson: 0.6030
Fold 1 | Epoch [137/150] | Train Loss: 0.0003 | Val Loss: 0.0110 | R2: 0.3582 | Pearson: 0.6011
Fold 1 | Epoch [138/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3659 | Pearson: 0.6052
Fold 1 | Epoch [139/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3616 | Pearson: 0.6018
Fold 1 | Epoch [140/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3614 | Pearson: 0.6017
Fold 1 | Epoch [141/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3634 | Pearson: 0.6047
Fold 1 | Epoch [142/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3656 | Pearson: 0.6060
Fold 1 | Epoch [143/150] | Train Loss: 0.0003 | Val Loss: 0.0110 | R2: 0.3588 | Pearson: 0.5992
Fold 1 | Epoch [144/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3656 | Pearson: 0.6051
Fold 1 | Epoch [145/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3670 | Pearson: 0.6061
Fold 1 | Epoch [146/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3667 | Pearson: 0.6059
Fold 1 | Epoch [147/150] | Train Loss: 0.0003 | Val Loss: 0.0109 | R2: 0.3655 | Pearson: 0.6065
Fold 1 | Epoch [148/150] | Train Loss: 0.0003 | Val Loss: 0.0110 | R2: 0.3580 | Pearson: 0.5995
Fold 1 | Epoch [149/150] | Train Loss: 0.0003 | Val Loss: 0.0108 | R2: 0.3666 | Pearson: 0.6061
Fold 1 | Epoch [150/150] | Train Loss: 0.0003 | Val Loss: 0.0107 | R2: 0.3704 | Pearson: 0.6091
