Fold 3 | Epoch [1/80] | Train Loss: 0.0235 | Val Loss: 0.0224 | R2: -0.3476 | Pearson: 0.0697 | Best Correlation : 0.0697 | Best Epoch : 0
Fold 3 | Epoch [48/80] | Train Loss: 0.0003 | Val Loss: 0.0101 | R2: 0.3918 | Pearson: 0.6588 | Best Correlation : 0.8050 | Best Epoch : 41
Fold 3 | Epoch [49/80] | Train Loss: 0.0002 | Val Loss: 0.0062 | R2: 0.6278 | Pearson: 0.7996 | Best Correlation : 0.8050 | Best Epoch : 41
Fold 3 | Epoch [50/80] | Train Loss: 0.0002 | Val Loss: 0.0065 | R2: 0.6120 | Pearson: 0.7963 | Best Correlation : 0.8050 | Best Epoch : 41
Fold 3 | Epoch [51/80] | Train Loss: 0.0002 | Val Loss: 0.0086 | R2: 0.4815 | Pearson: 0.7396 | Best Correlation : 0.8050 | Best Epoch : 41
Fold 3 | Epoch [52/80] | Train Loss: 0.0002 | Val Loss: 0.0064 | R2: 0.6169 | Pearson: 0.7992 | Best Correlation : 0.8050 | Best Epoch : 41
Fold 3 | Epoch [53/80] | Train Loss: 0.0002 | Val Loss: 0.0063 | R2: 0.6235 | Pearson: 0.8109 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [54/80] | Train Loss: 0.0002 | Val Loss: 0.0065 | R2: 0.6091 | Pearson: 0.8042 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [55/80] | Train Loss: 0.0001 | Val Loss: 0.0062 | R2: 0.6252 | Pearson: 0.8055 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [56/80] | Train Loss: 0.0001 | Val Loss: 0.0062 | R2: 0.6260 | Pearson: 0.8064 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [57/80] | Train Loss: 0.0001 | Val Loss: 0.0061 | R2: 0.6338 | Pearson: 0.8071 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [58/80] | Train Loss: 0.0001 | Val Loss: 0.0062 | R2: 0.6258 | Pearson: 0.8047 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [59/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6078 | Pearson: 0.7952 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [60/80] | Train Loss: 0.0001 | Val Loss: 0.0065 | R2: 0.6103 | Pearson: 0.8007 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [61/80] | Train Loss: 0.0001 | Val Loss: 0.0060 | R2: 0.6359 | Pearson: 0.8093 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [62/80] | Train Loss: 0.0001 | Val Loss: 0.0061 | R2: 0.6345 | Pearson: 0.8088 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [63/80] | Train Loss: 0.0001 | Val Loss: 0.0063 | R2: 0.6338 | Pearson: 0.8073 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [64/80] | Train Loss: 0.0001 | Val Loss: 0.0065 | R2: 0.6077 | Pearson: 0.8006 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [65/80] | Train Loss: 0.0001 | Val Loss: 0.0062 | R2: 0.6260 | Pearson: 0.8066 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [66/80] | Train Loss: 0.0001 | Val Loss: 0.0062 | R2: 0.6272 | Pearson: 0.8073 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [67/80] | Train Loss: 0.0001 | Val Loss: 0.0062 | R2: 0.6278 | Pearson: 0.8053 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [68/80] | Train Loss: 0.0001 | Val Loss: 0.0061 | R2: 0.6340 | Pearson: 0.8086 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [69/80] | Train Loss: 0.0001 | Val Loss: 0.0062 | R2: 0.6283 | Pearson: 0.8055 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [70/80] | Train Loss: 0.0000 | Val Loss: 0.0061 | R2: 0.6355 | Pearson: 0.8104 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [71/80] | Train Loss: 0.0000 | Val Loss: 0.0061 | R2: 0.6307 | Pearson: 0.8078 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [72/80] | Train Loss: 0.0000 | Val Loss: 0.0062 | R2: 0.6299 | Pearson: 0.8065 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [73/80] | Train Loss: 0.0000 | Val Loss: 0.0062 | R2: 0.6321 | Pearson: 0.8090 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [74/80] | Train Loss: 0.0000 | Val Loss: 0.0061 | R2: 0.6315 | Pearson: 0.8086 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [75/80] | Train Loss: 0.0000 | Val Loss: 0.0061 | R2: 0.6322 | Pearson: 0.8082 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [76/80] | Train Loss: 0.0000 | Val Loss: 0.0062 | R2: 0.6291 | Pearson: 0.8061 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [77/80] | Train Loss: 0.0000 | Val Loss: 0.0062 | R2: 0.6271 | Pearson: 0.8056 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [78/80] | Train Loss: 0.0000 | Val Loss: 0.0061 | R2: 0.6339 | Pearson: 0.8085 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [79/80] | Train Loss: 0.0000 | Val Loss: 0.0064 | R2: 0.6286 | Pearson: 0.8059 | Best Correlation : 0.8109 | Best Epoch : 52
Fold 3 | Epoch [80/80] | Train Loss: 0.0000 | Val Loss: 0.0061 | R2: 0.6310 | Pearson: 0.8071 | Best Correlation : 0.8109 | Best Epoch : 52
