Fold 3 | Epoch [1/80] | Train Loss: 0.0235 | Val Loss: 0.0225 | R2: -0.3194 | Pearson: 0.1487 | Best Correlation : 0.1487 | Best Epoch : 0
Fold 3 | Epoch [43/80] | Train Loss: 0.0003 | Val Loss: 0.0064 | R2: 0.6229 | Pearson: 0.7981 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [44/80] | Train Loss: 0.0004 | Val Loss: 0.0067 | R2: 0.6082 | Pearson: 0.7891 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [45/80] | Train Loss: 0.0003 | Val Loss: 0.0067 | R2: 0.6070 | Pearson: 0.7895 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [46/80] | Train Loss: 0.0003 | Val Loss: 0.0066 | R2: 0.6130 | Pearson: 0.7992 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [47/80] | Train Loss: 0.0003 | Val Loss: 0.0069 | R2: 0.5957 | Pearson: 0.7861 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [48/80] | Train Loss: 0.0003 | Val Loss: 0.0066 | R2: 0.6126 | Pearson: 0.7959 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [49/80] | Train Loss: 0.0002 | Val Loss: 0.0065 | R2: 0.6158 | Pearson: 0.7971 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [50/80] | Train Loss: 0.0002 | Val Loss: 0.0069 | R2: 0.5954 | Pearson: 0.7869 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [51/80] | Train Loss: 0.0002 | Val Loss: 0.0067 | R2: 0.6116 | Pearson: 0.7925 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [52/80] | Train Loss: 0.0002 | Val Loss: 0.0067 | R2: 0.6033 | Pearson: 0.7909 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [53/80] | Train Loss: 0.0002 | Val Loss: 0.0068 | R2: 0.6106 | Pearson: 0.7970 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [54/80] | Train Loss: 0.0002 | Val Loss: 0.0066 | R2: 0.6113 | Pearson: 0.7942 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [55/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6104 | Pearson: 0.7929 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [56/80] | Train Loss: 0.0001 | Val Loss: 0.0067 | R2: 0.6053 | Pearson: 0.7915 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [57/80] | Train Loss: 0.0001 | Val Loss: 0.0065 | R2: 0.6144 | Pearson: 0.7988 | Best Correlation : 0.8005 | Best Epoch : 38
Fold 3 | Epoch [58/80] | Train Loss: 0.0001 | Val Loss: 0.0065 | R2: 0.6194 | Pearson: 0.8023 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [59/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6127 | Pearson: 0.7958 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [60/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6170 | Pearson: 0.8006 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [61/80] | Train Loss: 0.0001 | Val Loss: 0.0067 | R2: 0.6085 | Pearson: 0.7988 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [62/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6167 | Pearson: 0.8001 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [63/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6101 | Pearson: 0.7960 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [64/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6116 | Pearson: 0.7972 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [65/80] | Train Loss: 0.0001 | Val Loss: 0.0065 | R2: 0.6169 | Pearson: 0.7993 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [66/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6108 | Pearson: 0.7947 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [67/80] | Train Loss: 0.0001 | Val Loss: 0.0067 | R2: 0.6095 | Pearson: 0.7966 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [68/80] | Train Loss: 0.0001 | Val Loss: 0.0067 | R2: 0.6076 | Pearson: 0.7946 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [69/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6107 | Pearson: 0.7970 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [70/80] | Train Loss: 0.0001 | Val Loss: 0.0067 | R2: 0.6065 | Pearson: 0.7942 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [71/80] | Train Loss: 0.0000 | Val Loss: 0.0066 | R2: 0.6113 | Pearson: 0.7972 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [72/80] | Train Loss: 0.0001 | Val Loss: 0.0066 | R2: 0.6096 | Pearson: 0.7967 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [73/80] | Train Loss: 0.0000 | Val Loss: 0.0067 | R2: 0.6079 | Pearson: 0.7955 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [74/80] | Train Loss: 0.0000 | Val Loss: 0.0066 | R2: 0.6106 | Pearson: 0.7968 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [75/80] | Train Loss: 0.0000 | Val Loss: 0.0067 | R2: 0.6068 | Pearson: 0.7934 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [76/80] | Train Loss: 0.0000 | Val Loss: 0.0066 | R2: 0.6088 | Pearson: 0.7960 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [77/80] | Train Loss: 0.0000 | Val Loss: 0.0067 | R2: 0.6091 | Pearson: 0.7960 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [78/80] | Train Loss: 0.0000 | Val Loss: 0.0066 | R2: 0.6103 | Pearson: 0.7972 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [79/80] | Train Loss: 0.0000 | Val Loss: 0.0067 | R2: 0.6054 | Pearson: 0.7936 | Best Correlation : 0.8023 | Best Epoch : 57
Fold 3 | Epoch [80/80] | Train Loss: 0.0000 | Val Loss: 0.0066 | R2: 0.6088 | Pearson: 0.7952 | Best Correlation : 0.8023 | Best Epoch : 57
