Fold 4 | Epoch [1/150] | Train Loss: 0.0611 | Val Loss: 0.1865 | R2: -9.8607 | Pearson: -0.0934
Fold 4 | Epoch [52/150] | Train Loss: 0.0013 | Val Loss: 0.0137 | R2: 0.2082 | Pearson: 0.5077
Fold 4 | Epoch [53/150] | Train Loss: 0.0012 | Val Loss: 0.0139 | R2: 0.1908 | Pearson: 0.5351
Fold 4 | Epoch [54/150] | Train Loss: 0.0013 | Val Loss: 0.0134 | R2: 0.2219 | Pearson: 0.4906
Fold 4 | Epoch [55/150] | Train Loss: 0.0014 | Val Loss: 0.0175 | R2: -0.0186 | Pearson: 0.5056
Fold 4 | Epoch [56/150] | Train Loss: 0.0014 | Val Loss: 0.0147 | R2: 0.1436 | Pearson: 0.5043
Fold 4 | Epoch [57/150] | Train Loss: 0.0011 | Val Loss: 0.0134 | R2: 0.2195 | Pearson: 0.5425
Fold 4 | Epoch [58/150] | Train Loss: 0.0009 | Val Loss: 0.0179 | R2: -0.0416 | Pearson: 0.5098
Fold 4 | Epoch [59/150] | Train Loss: 0.0014 | Val Loss: 0.0186 | R2: -0.0844 | Pearson: 0.4561
Fold 4 | Epoch [60/150] | Train Loss: 0.0011 | Val Loss: 0.0126 | R2: 0.2643 | Pearson: 0.5359
Fold 4 | Epoch [61/150] | Train Loss: 0.0015 | Val Loss: 0.0145 | R2: 0.1599 | Pearson: 0.5378
Fold 4 | Epoch [62/150] | Train Loss: 0.0018 | Val Loss: 0.0131 | R2: 0.2351 | Pearson: 0.5342
Fold 4 | Epoch [63/150] | Train Loss: 0.0011 | Val Loss: 0.0200 | R2: -0.1715 | Pearson: 0.4956
Fold 4 | Epoch [64/150] | Train Loss: 0.0015 | Val Loss: 0.0140 | R2: 0.1827 | Pearson: 0.5303
Fold 4 | Epoch [65/150] | Train Loss: 0.0010 | Val Loss: 0.0125 | R2: 0.2700 | Pearson: 0.5299
Fold 4 | Epoch [66/150] | Train Loss: 0.0010 | Val Loss: 0.0137 | R2: 0.2299 | Pearson: 0.5125
Fold 4 | Epoch [67/150] | Train Loss: 0.0009 | Val Loss: 0.0133 | R2: 0.2395 | Pearson: 0.5333
Fold 4 | Epoch [68/150] | Train Loss: 0.0006 | Val Loss: 0.0140 | R2: 0.1818 | Pearson: 0.5305
Fold 4 | Epoch [69/150] | Train Loss: 0.0005 | Val Loss: 0.0128 | R2: 0.2579 | Pearson: 0.5494
Fold 4 | Epoch [70/150] | Train Loss: 0.0005 | Val Loss: 0.0131 | R2: 0.2268 | Pearson: 0.5492
Fold 4 | Epoch [71/150] | Train Loss: 0.0006 | Val Loss: 0.0122 | R2: 0.2878 | Pearson: 0.5497
Fold 4 | Epoch [72/150] | Train Loss: 0.0008 | Val Loss: 0.0122 | R2: 0.2920 | Pearson: 0.5503
Fold 4 | Epoch [73/150] | Train Loss: 0.0007 | Val Loss: 0.0122 | R2: 0.2864 | Pearson: 0.5471
Fold 4 | Epoch [74/150] | Train Loss: 0.0008 | Val Loss: 0.0125 | R2: 0.2684 | Pearson: 0.5222
Fold 4 | Epoch [75/150] | Train Loss: 0.0011 | Val Loss: 0.0247 | R2: -0.4411 | Pearson: 0.4588
Fold 4 | Epoch [76/150] | Train Loss: 0.0012 | Val Loss: 0.0159 | R2: 0.0726 | Pearson: 0.5343
Fold 4 | Epoch [77/150] | Train Loss: 0.0012 | Val Loss: 0.0161 | R2: 0.0530 | Pearson: 0.5176
Fold 4 | Epoch [78/150] | Train Loss: 0.0009 | Val Loss: 0.0125 | R2: 0.2697 | Pearson: 0.5435
Fold 4 | Epoch [79/150] | Train Loss: 0.0014 | Val Loss: 0.0147 | R2: 0.1482 | Pearson: 0.5088
Fold 4 | Epoch [80/150] | Train Loss: 0.0013 | Val Loss: 0.0122 | R2: 0.3020 | Pearson: 0.5646
Fold 4 | Epoch [81/150] | Train Loss: 0.0007 | Val Loss: 0.0117 | R2: 0.3161 | Pearson: 0.5662
Fold 4 | Epoch [82/150] | Train Loss: 0.0005 | Val Loss: 0.0142 | R2: 0.1774 | Pearson: 0.5629
Fold 4 | Epoch [83/150] | Train Loss: 0.0010 | Val Loss: 0.0124 | R2: 0.2925 | Pearson: 0.5681
Fold 4 | Epoch [84/150] | Train Loss: 0.0013 | Val Loss: 0.0138 | R2: 0.2062 | Pearson: 0.5178
Fold 4 | Epoch [85/150] | Train Loss: 0.0012 | Val Loss: 0.0135 | R2: 0.2047 | Pearson: 0.5267
Fold 4 | Epoch [86/150] | Train Loss: 0.0011 | Val Loss: 0.0127 | R2: 0.2657 | Pearson: 0.5310
Fold 4 | Epoch [87/150] | Train Loss: 0.0014 | Val Loss: 0.0118 | R2: 0.3059 | Pearson: 0.5565
Fold 4 | Epoch [88/150] | Train Loss: 0.0013 | Val Loss: 0.0116 | R2: 0.3287 | Pearson: 0.5813
Fold 4 | Epoch [89/150] | Train Loss: 0.0007 | Val Loss: 0.0127 | R2: 0.2602 | Pearson: 0.5641
Fold 4 | Epoch [90/150] | Train Loss: 0.0006 | Val Loss: 0.0174 | R2: -0.0146 | Pearson: 0.5255
Fold 4 | Epoch [91/150] | Train Loss: 0.0007 | Val Loss: 0.0115 | R2: 0.3286 | Pearson: 0.5753
Fold 4 | Epoch [92/150] | Train Loss: 0.0010 | Val Loss: 0.0115 | R2: 0.3277 | Pearson: 0.5832
Fold 4 | Epoch [93/150] | Train Loss: 0.0008 | Val Loss: 0.0117 | R2: 0.3217 | Pearson: 0.5713
Fold 4 | Epoch [94/150] | Train Loss: 0.0006 | Val Loss: 0.0124 | R2: 0.2745 | Pearson: 0.5851
Fold 4 | Epoch [95/150] | Train Loss: 0.0005 | Val Loss: 0.0128 | R2: 0.2552 | Pearson: 0.5678
Fold 4 | Epoch [96/150] | Train Loss: 0.0009 | Val Loss: 0.0117 | R2: 0.3188 | Pearson: 0.5669
Fold 4 | Epoch [97/150] | Train Loss: 0.0007 | Val Loss: 0.0146 | R2: 0.1517 | Pearson: 0.5386
Fold 4 | Epoch [98/150] | Train Loss: 0.0005 | Val Loss: 0.0126 | R2: 0.2668 | Pearson: 0.5618
Fold 4 | Epoch [99/150] | Train Loss: 0.0005 | Val Loss: 0.0118 | R2: 0.3174 | Pearson: 0.5756
Fold 4 | Epoch [100/150] | Train Loss: 0.0005 | Val Loss: 0.0119 | R2: 0.3028 | Pearson: 0.5694
Fold 4 | Epoch [101/150] | Train Loss: 0.0007 | Val Loss: 0.0117 | R2: 0.3205 | Pearson: 0.5768
Fold 4 | Epoch [102/150] | Train Loss: 0.0006 | Val Loss: 0.0123 | R2: 0.2911 | Pearson: 0.5763
Fold 4 | Epoch [103/150] | Train Loss: 0.0006 | Val Loss: 0.0117 | R2: 0.3143 | Pearson: 0.5717
Fold 4 | Epoch [104/150] | Train Loss: 0.0006 | Val Loss: 0.0119 | R2: 0.3086 | Pearson: 0.5696
Fold 4 | Epoch [105/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3311 | Pearson: 0.5762
Fold 4 | Epoch [106/150] | Train Loss: 0.0006 | Val Loss: 0.0118 | R2: 0.3217 | Pearson: 0.5775
Fold 4 | Epoch [107/150] | Train Loss: 0.0004 | Val Loss: 0.0117 | R2: 0.3216 | Pearson: 0.5724
Fold 4 | Epoch [108/150] | Train Loss: 0.0004 | Val Loss: 0.0124 | R2: 0.2801 | Pearson: 0.5745
Fold 4 | Epoch [109/150] | Train Loss: 0.0005 | Val Loss: 0.0114 | R2: 0.3299 | Pearson: 0.5826
Fold 4 | Epoch [110/150] | Train Loss: 0.0004 | Val Loss: 0.0121 | R2: 0.3059 | Pearson: 0.5740
Fold 4 | Epoch [111/150] | Train Loss: 0.0005 | Val Loss: 0.0117 | R2: 0.3201 | Pearson: 0.5787
Fold 4 | Epoch [112/150] | Train Loss: 0.0005 | Val Loss: 0.0118 | R2: 0.3079 | Pearson: 0.5738
Fold 4 | Epoch [113/150] | Train Loss: 0.0004 | Val Loss: 0.0116 | R2: 0.3243 | Pearson: 0.5708
Fold 4 | Epoch [114/150] | Train Loss: 0.0005 | Val Loss: 0.0122 | R2: 0.2857 | Pearson: 0.5675
Fold 4 | Epoch [115/150] | Train Loss: 0.0004 | Val Loss: 0.0118 | R2: 0.3176 | Pearson: 0.5762
Fold 4 | Epoch [116/150] | Train Loss: 0.0004 | Val Loss: 0.0115 | R2: 0.3316 | Pearson: 0.5783
Fold 4 | Epoch [117/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3216 | Pearson: 0.5724
Fold 4 | Epoch [118/150] | Train Loss: 0.0004 | Val Loss: 0.0117 | R2: 0.3235 | Pearson: 0.5755
Fold 4 | Epoch [119/150] | Train Loss: 0.0004 | Val Loss: 0.0118 | R2: 0.3130 | Pearson: 0.5752
Fold 4 | Epoch [120/150] | Train Loss: 0.0005 | Val Loss: 0.0113 | R2: 0.3386 | Pearson: 0.5830
Fold 4 | Epoch [121/150] | Train Loss: 0.0010 | Val Loss: 0.0115 | R2: 0.3317 | Pearson: 0.5775
Fold 4 | Epoch [122/150] | Train Loss: 0.0006 | Val Loss: 0.0117 | R2: 0.3251 | Pearson: 0.5760
Fold 4 | Epoch [123/150] | Train Loss: 0.0006 | Val Loss: 0.0118 | R2: 0.3129 | Pearson: 0.5710
Fold 4 | Epoch [124/150] | Train Loss: 0.0004 | Val Loss: 0.0117 | R2: 0.3247 | Pearson: 0.5729
Fold 4 | Epoch [125/150] | Train Loss: 0.0003 | Val Loss: 0.0120 | R2: 0.3004 | Pearson: 0.5776
Fold 4 | Epoch [126/150] | Train Loss: 0.0004 | Val Loss: 0.0115 | R2: 0.3272 | Pearson: 0.5774
Fold 4 | Epoch [127/150] | Train Loss: 0.0005 | Val Loss: 0.0117 | R2: 0.3268 | Pearson: 0.5735
Fold 4 | Epoch [128/150] | Train Loss: 0.0004 | Val Loss: 0.0116 | R2: 0.3256 | Pearson: 0.5781
Fold 4 | Epoch [129/150] | Train Loss: 0.0004 | Val Loss: 0.0116 | R2: 0.3263 | Pearson: 0.5741
Fold 4 | Epoch [130/150] | Train Loss: 0.0005 | Val Loss: 0.0118 | R2: 0.3282 | Pearson: 0.5831
Fold 4 | Epoch [131/150] | Train Loss: 0.0004 | Val Loss: 0.0120 | R2: 0.3106 | Pearson: 0.5707
Fold 4 | Epoch [132/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3228 | Pearson: 0.5752
Fold 4 | Epoch [133/150] | Train Loss: 0.0003 | Val Loss: 0.0115 | R2: 0.3285 | Pearson: 0.5777
Fold 4 | Epoch [134/150] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3199 | Pearson: 0.5768
Fold 4 | Epoch [135/150] | Train Loss: 0.0007 | Val Loss: 0.0119 | R2: 0.3058 | Pearson: 0.5743
Fold 4 | Epoch [136/150] | Train Loss: 0.0010 | Val Loss: 0.0115 | R2: 0.3287 | Pearson: 0.5745
Fold 4 | Epoch [137/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3263 | Pearson: 0.5791
Fold 4 | Epoch [138/150] | Train Loss: 0.0004 | Val Loss: 0.0116 | R2: 0.3247 | Pearson: 0.5792
Fold 4 | Epoch [139/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3187 | Pearson: 0.5729
Fold 4 | Epoch [140/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3317 | Pearson: 0.5779
Fold 4 | Epoch [141/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3286 | Pearson: 0.5771
Fold 4 | Epoch [142/150] | Train Loss: 0.0004 | Val Loss: 0.0115 | R2: 0.3310 | Pearson: 0.5789
Fold 4 | Epoch [143/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3267 | Pearson: 0.5791
Fold 4 | Epoch [144/150] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3300 | Pearson: 0.5800
Fold 4 | Epoch [145/150] | Train Loss: 0.0004 | Val Loss: 0.0116 | R2: 0.3222 | Pearson: 0.5729
Fold 4 | Epoch [146/150] | Train Loss: 0.0004 | Val Loss: 0.0117 | R2: 0.3179 | Pearson: 0.5819
Fold 4 | Epoch [147/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3161 | Pearson: 0.5710
Fold 4 | Epoch [148/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3238 | Pearson: 0.5730
Fold 4 | Epoch [149/150] | Train Loss: 0.0004 | Val Loss: 0.0115 | R2: 0.3285 | Pearson: 0.5764
Fold 4 | Epoch [150/150] | Train Loss: 0.0005 | Val Loss: 0.0116 | R2: 0.3262 | Pearson: 0.5777
