Fold 4 | Epoch [1/80] | Train Loss: 0.0225 | Val Loss: 0.0194 | R2: -0.0044 | Pearson: 0.0717 | Best Correlation : 0.0717 | Best Epoch : 0
Fold 4 | Epoch [27/80] | Train Loss: 0.0010 | Val Loss: 0.0127 | R2: 0.3427 | Pearson: 0.6030 | Best Correlation : 0.6146 | Best Epoch : 25
Fold 4 | Epoch [28/80] | Train Loss: 0.0010 | Val Loss: 0.0122 | R2: 0.3713 | Pearson: 0.6150 | Best Correlation : 0.6150 | Best Epoch : 27
Fold 4 | Epoch [29/80] | Train Loss: 0.0008 | Val Loss: 0.0130 | R2: 0.3304 | Pearson: 0.6178 | Best Correlation : 0.6178 | Best Epoch : 28
Fold 4 | Epoch [30/80] | Train Loss: 0.0009 | Val Loss: 0.0118 | R2: 0.3896 | Pearson: 0.6245 | Best Correlation : 0.6245 | Best Epoch : 29
Fold 4 | Epoch [31/80] | Train Loss: 0.0007 | Val Loss: 0.0122 | R2: 0.3705 | Pearson: 0.6103 | Best Correlation : 0.6245 | Best Epoch : 29
Fold 4 | Epoch [32/80] | Train Loss: 0.0007 | Val Loss: 0.0117 | R2: 0.3952 | Pearson: 0.6288 | Best Correlation : 0.6288 | Best Epoch : 31
Fold 4 | Epoch [33/80] | Train Loss: 0.0006 | Val Loss: 0.0123 | R2: 0.3678 | Pearson: 0.6122 | Best Correlation : 0.6288 | Best Epoch : 31
Fold 4 | Epoch [34/80] | Train Loss: 0.0005 | Val Loss: 0.0122 | R2: 0.3690 | Pearson: 0.6087 | Best Correlation : 0.6288 | Best Epoch : 31
Fold 4 | Epoch [35/80] | Train Loss: 0.0006 | Val Loss: 0.0125 | R2: 0.3557 | Pearson: 0.5995 | Best Correlation : 0.6288 | Best Epoch : 31
Fold 4 | Epoch [36/80] | Train Loss: 0.0005 | Val Loss: 0.0119 | R2: 0.3963 | Pearson: 0.6325 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [37/80] | Train Loss: 0.0005 | Val Loss: 0.0119 | R2: 0.3863 | Pearson: 0.6234 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [38/80] | Train Loss: 0.0005 | Val Loss: 0.0117 | R2: 0.3980 | Pearson: 0.6315 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [39/80] | Train Loss: 0.0005 | Val Loss: 0.0119 | R2: 0.3887 | Pearson: 0.6323 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [40/80] | Train Loss: 0.0005 | Val Loss: 0.0120 | R2: 0.3818 | Pearson: 0.6188 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [41/80] | Train Loss: 0.0004 | Val Loss: 0.0121 | R2: 0.3844 | Pearson: 0.6279 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [42/80] | Train Loss: 0.0003 | Val Loss: 0.0119 | R2: 0.3830 | Pearson: 0.6200 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [43/80] | Train Loss: 0.0003 | Val Loss: 0.0118 | R2: 0.3898 | Pearson: 0.6316 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [44/80] | Train Loss: 0.0003 | Val Loss: 0.0122 | R2: 0.3716 | Pearson: 0.6128 | Best Correlation : 0.6325 | Best Epoch : 35
Fold 4 | Epoch [45/80] | Train Loss: 0.0003 | Val Loss: 0.0116 | R2: 0.3984 | Pearson: 0.6337 | Best Correlation : 0.6337 | Best Epoch : 44
Fold 4 | Epoch [46/80] | Train Loss: 0.0003 | Val Loss: 0.0118 | R2: 0.3964 | Pearson: 0.6348 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [47/80] | Train Loss: 0.0002 | Val Loss: 0.0119 | R2: 0.3871 | Pearson: 0.6236 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [48/80] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3960 | Pearson: 0.6324 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [49/80] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3985 | Pearson: 0.6339 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [50/80] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3928 | Pearson: 0.6277 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [51/80] | Train Loss: 0.0002 | Val Loss: 0.0118 | R2: 0.3938 | Pearson: 0.6286 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [52/80] | Train Loss: 0.0002 | Val Loss: 0.0117 | R2: 0.3970 | Pearson: 0.6334 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [53/80] | Train Loss: 0.0001 | Val Loss: 0.0118 | R2: 0.3921 | Pearson: 0.6317 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [54/80] | Train Loss: 0.0001 | Val Loss: 0.0117 | R2: 0.3982 | Pearson: 0.6339 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [55/80] | Train Loss: 0.0001 | Val Loss: 0.0118 | R2: 0.3887 | Pearson: 0.6259 | Best Correlation : 0.6348 | Best Epoch : 45
Fold 4 | Epoch [56/80] | Train Loss: 0.0001 | Val Loss: 0.0116 | R2: 0.4023 | Pearson: 0.6358 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [57/80] | Train Loss: 0.0001 | Val Loss: 0.0120 | R2: 0.3884 | Pearson: 0.6266 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [58/80] | Train Loss: 0.0001 | Val Loss: 0.0117 | R2: 0.3989 | Pearson: 0.6352 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [59/80] | Train Loss: 0.0001 | Val Loss: 0.0117 | R2: 0.3943 | Pearson: 0.6353 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [60/80] | Train Loss: 0.0001 | Val Loss: 0.0117 | R2: 0.3974 | Pearson: 0.6334 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [61/80] | Train Loss: 0.0001 | Val Loss: 0.0116 | R2: 0.4011 | Pearson: 0.6358 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [62/80] | Train Loss: 0.0001 | Val Loss: 0.0116 | R2: 0.3991 | Pearson: 0.6340 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [63/80] | Train Loss: 0.0001 | Val Loss: 0.0117 | R2: 0.3941 | Pearson: 0.6321 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [64/80] | Train Loss: 0.0001 | Val Loss: 0.0117 | R2: 0.3965 | Pearson: 0.6327 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [65/80] | Train Loss: 0.0001 | Val Loss: 0.0117 | R2: 0.3934 | Pearson: 0.6303 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [66/80] | Train Loss: 0.0000 | Val Loss: 0.0119 | R2: 0.3959 | Pearson: 0.6321 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [67/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3975 | Pearson: 0.6333 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [68/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3947 | Pearson: 0.6316 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [69/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3955 | Pearson: 0.6323 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [70/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3950 | Pearson: 0.6325 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [71/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3942 | Pearson: 0.6314 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [72/80] | Train Loss: 0.0000 | Val Loss: 0.0119 | R2: 0.3965 | Pearson: 0.6328 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [73/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3938 | Pearson: 0.6308 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [74/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3963 | Pearson: 0.6327 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [75/80] | Train Loss: 0.0000 | Val Loss: 0.0118 | R2: 0.3923 | Pearson: 0.6297 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [76/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3968 | Pearson: 0.6330 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [77/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3945 | Pearson: 0.6312 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [78/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3973 | Pearson: 0.6337 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [79/80] | Train Loss: 0.0000 | Val Loss: 0.0119 | R2: 0.3941 | Pearson: 0.6309 | Best Correlation : 0.6358 | Best Epoch : 55
Fold 4 | Epoch [80/80] | Train Loss: 0.0000 | Val Loss: 0.0117 | R2: 0.3972 | Pearson: 0.6333 | Best Correlation : 0.6358 | Best Epoch : 55
