Fold 2 | Epoch [1/80] | Train Loss: 0.0360 | Val Loss: 0.0176 | R2: -0.0192 | Pearson: 0.2893
Fold 2 | Epoch [54/80] | Train Loss: 0.0011 | Val Loss: 0.0125 | R2: 0.2776 | Pearson: 0.5503
Fold 2 | Epoch [55/80] | Train Loss: 0.0009 | Val Loss: 0.0123 | R2: 0.2854 | Pearson: 0.5421
Fold 2 | Epoch [56/80] | Train Loss: 0.0009 | Val Loss: 0.0126 | R2: 0.2681 | Pearson: 0.5420
Fold 2 | Epoch [57/80] | Train Loss: 0.0009 | Val Loss: 0.0126 | R2: 0.2731 | Pearson: 0.5368
Fold 2 | Epoch [58/80] | Train Loss: 0.0010 | Val Loss: 0.0125 | R2: 0.2783 | Pearson: 0.5351
Fold 2 | Epoch [59/80] | Train Loss: 0.0009 | Val Loss: 0.0123 | R2: 0.2840 | Pearson: 0.5425
Fold 2 | Epoch [60/80] | Train Loss: 0.0008 | Val Loss: 0.0126 | R2: 0.2721 | Pearson: 0.5355
Fold 2 | Epoch [61/80] | Train Loss: 0.0008 | Val Loss: 0.0129 | R2: 0.2535 | Pearson: 0.5354
Fold 2 | Epoch [62/80] | Train Loss: 0.0008 | Val Loss: 0.0124 | R2: 0.2799 | Pearson: 0.5408
Fold 2 | Epoch [63/80] | Train Loss: 0.0008 | Val Loss: 0.0127 | R2: 0.2613 | Pearson: 0.5429
Fold 2 | Epoch [64/80] | Train Loss: 0.0008 | Val Loss: 0.0126 | R2: 0.2704 | Pearson: 0.5311
Fold 2 | Epoch [65/80] | Train Loss: 0.0008 | Val Loss: 0.0124 | R2: 0.2771 | Pearson: 0.5418
Fold 2 | Epoch [66/80] | Train Loss: 0.0007 | Val Loss: 0.0123 | R2: 0.2855 | Pearson: 0.5439
Fold 2 | Epoch [67/80] | Train Loss: 0.0007 | Val Loss: 0.0123 | R2: 0.2876 | Pearson: 0.5442
Fold 2 | Epoch [68/80] | Train Loss: 0.0007 | Val Loss: 0.0126 | R2: 0.2681 | Pearson: 0.5343
Fold 2 | Epoch [69/80] | Train Loss: 0.0008 | Val Loss: 0.0127 | R2: 0.2634 | Pearson: 0.5271
Fold 2 | Epoch [70/80] | Train Loss: 0.0007 | Val Loss: 0.0124 | R2: 0.2810 | Pearson: 0.5385
Fold 2 | Epoch [71/80] | Train Loss: 0.0007 | Val Loss: 0.0122 | R2: 0.2915 | Pearson: 0.5477
Fold 2 | Epoch [72/80] | Train Loss: 0.0007 | Val Loss: 0.0123 | R2: 0.2870 | Pearson: 0.5440
Fold 2 | Epoch [73/80] | Train Loss: 0.0008 | Val Loss: 0.0125 | R2: 0.2753 | Pearson: 0.5358
Fold 2 | Epoch [74/80] | Train Loss: 0.0008 | Val Loss: 0.0124 | R2: 0.2800 | Pearson: 0.5359
Fold 2 | Epoch [75/80] | Train Loss: 0.0007 | Val Loss: 0.0123 | R2: 0.2834 | Pearson: 0.5415
Fold 2 | Epoch [76/80] | Train Loss: 0.0007 | Val Loss: 0.0122 | R2: 0.2886 | Pearson: 0.5448
Fold 2 | Epoch [77/80] | Train Loss: 0.0007 | Val Loss: 0.0126 | R2: 0.2659 | Pearson: 0.5392
Fold 2 | Epoch [78/80] | Train Loss: 0.0006 | Val Loss: 0.0123 | R2: 0.2870 | Pearson: 0.5436
Fold 2 | Epoch [79/80] | Train Loss: 0.0007 | Val Loss: 0.0124 | R2: 0.2840 | Pearson: 0.5426
Fold 2 | Epoch [80/80] | Train Loss: 0.0007 | Val Loss: 0.0123 | R2: 0.2893 | Pearson: 0.5472
