Fold 3 | Epoch [1/80] | Train Loss: 0.0329 | Val Loss: 0.0207 | R2: -0.0185 | Pearson: 0.2778
Fold 3 | Epoch [43/80] | Train Loss: 0.0010 | Val Loss: 0.0147 | R2: 0.2764 | Pearson: 0.5693
Fold 3 | Epoch [44/80] | Train Loss: 0.0010 | Val Loss: 0.0164 | R2: 0.1931 | Pearson: 0.5642
Fold 3 | Epoch [45/80] | Train Loss: 0.0009 | Val Loss: 0.0256 | R2: -0.2659 | Pearson: 0.5085
Fold 3 | Epoch [46/80] | Train Loss: 0.0007 | Val Loss: 0.0139 | R2: 0.3163 | Pearson: 0.5798
Fold 3 | Epoch [47/80] | Train Loss: 0.0008 | Val Loss: 0.0153 | R2: 0.2456 | Pearson: 0.5606
Fold 3 | Epoch [48/80] | Train Loss: 0.0008 | Val Loss: 0.0183 | R2: 0.1028 | Pearson: 0.5657
Fold 3 | Epoch [49/80] | Train Loss: 0.0008 | Val Loss: 0.0143 | R2: 0.2980 | Pearson: 0.5711
Fold 3 | Epoch [50/80] | Train Loss: 0.0007 | Val Loss: 0.0167 | R2: 0.1813 | Pearson: 0.5597
Fold 3 | Epoch [51/80] | Train Loss: 0.0007 | Val Loss: 0.0158 | R2: 0.2261 | Pearson: 0.5723
Fold 3 | Epoch [52/80] | Train Loss: 0.0008 | Val Loss: 0.0160 | R2: 0.2145 | Pearson: 0.5590
Fold 3 | Epoch [53/80] | Train Loss: 0.0007 | Val Loss: 0.0182 | R2: 0.1042 | Pearson: 0.5646
Fold 3 | Epoch [54/80] | Train Loss: 0.0006 | Val Loss: 0.0136 | R2: 0.3322 | Pearson: 0.5795
Fold 3 | Epoch [55/80] | Train Loss: 0.0007 | Val Loss: 0.0139 | R2: 0.3329 | Pearson: 0.5789
Fold 3 | Epoch [56/80] | Train Loss: 0.0006 | Val Loss: 0.0139 | R2: 0.3154 | Pearson: 0.5893
Fold 3 | Epoch [57/80] | Train Loss: 0.0006 | Val Loss: 0.0156 | R2: 0.2295 | Pearson: 0.5661
Fold 3 | Epoch [58/80] | Train Loss: 0.0006 | Val Loss: 0.0140 | R2: 0.3108 | Pearson: 0.5712
Fold 3 | Epoch [59/80] | Train Loss: 0.0005 | Val Loss: 0.0140 | R2: 0.3121 | Pearson: 0.5694
Fold 3 | Epoch [60/80] | Train Loss: 0.0005 | Val Loss: 0.0138 | R2: 0.3209 | Pearson: 0.5754
Fold 3 | Epoch [61/80] | Train Loss: 0.0005 | Val Loss: 0.0155 | R2: 0.2360 | Pearson: 0.5637
Fold 3 | Epoch [62/80] | Train Loss: 0.0005 | Val Loss: 0.0139 | R2: 0.3161 | Pearson: 0.5745
Fold 3 | Epoch [63/80] | Train Loss: 0.0005 | Val Loss: 0.0135 | R2: 0.3320 | Pearson: 0.5781
Fold 3 | Epoch [64/80] | Train Loss: 0.0004 | Val Loss: 0.0138 | R2: 0.3232 | Pearson: 0.5722
Fold 3 | Epoch [65/80] | Train Loss: 0.0005 | Val Loss: 0.0135 | R2: 0.3382 | Pearson: 0.5834
Fold 3 | Epoch [66/80] | Train Loss: 0.0005 | Val Loss: 0.0136 | R2: 0.3314 | Pearson: 0.5780
Fold 3 | Epoch [67/80] | Train Loss: 0.0005 | Val Loss: 0.0142 | R2: 0.3060 | Pearson: 0.5716
Fold 3 | Epoch [68/80] | Train Loss: 0.0004 | Val Loss: 0.0136 | R2: 0.3310 | Pearson: 0.5762
Fold 3 | Epoch [69/80] | Train Loss: 0.0004 | Val Loss: 0.0136 | R2: 0.3297 | Pearson: 0.5759
Fold 3 | Epoch [70/80] | Train Loss: 0.0004 | Val Loss: 0.0137 | R2: 0.3248 | Pearson: 0.5707
Fold 3 | Epoch [71/80] | Train Loss: 0.0004 | Val Loss: 0.0137 | R2: 0.3228 | Pearson: 0.5705
Fold 3 | Epoch [72/80] | Train Loss: 0.0004 | Val Loss: 0.0134 | R2: 0.3397 | Pearson: 0.5833
Fold 3 | Epoch [73/80] | Train Loss: 0.0004 | Val Loss: 0.0134 | R2: 0.3421 | Pearson: 0.5851
Fold 3 | Epoch [74/80] | Train Loss: 0.0004 | Val Loss: 0.0134 | R2: 0.3387 | Pearson: 0.5834
Fold 3 | Epoch [75/80] | Train Loss: 0.0004 | Val Loss: 0.0134 | R2: 0.3405 | Pearson: 0.5836
Fold 3 | Epoch [76/80] | Train Loss: 0.0004 | Val Loss: 0.0136 | R2: 0.3305 | Pearson: 0.5753
Fold 3 | Epoch [77/80] | Train Loss: 0.0004 | Val Loss: 0.0134 | R2: 0.3418 | Pearson: 0.5846
Fold 3 | Epoch [78/80] | Train Loss: 0.0004 | Val Loss: 0.0136 | R2: 0.3298 | Pearson: 0.5759
Fold 3 | Epoch [79/80] | Train Loss: 0.0004 | Val Loss: 0.0135 | R2: 0.3376 | Pearson: 0.5812
Fold 3 | Epoch [80/80] | Train Loss: 0.0004 | Val Loss: 0.0135 | R2: 0.3337 | Pearson: 0.5780
