Fold 2 | Epoch [1/80] | Train Loss: 0.0225 | Val Loss: 0.0175 | R2: -0.0076 | Pearson: 0.0560 | Best Correlation : 0.0560 | Best Epoch : 0
Fold 2 | Epoch [16/80] | Train Loss: 0.0056 | Val Loss: 0.0129 | R2: 0.2540 | Pearson: 0.5145 | Best Correlation : 0.5855 | Best Epoch : 11
Fold 2 | Epoch [17/80] | Train Loss: 0.0046 | Val Loss: 0.0155 | R2: 0.1018 | Pearson: 0.5258 | Best Correlation : 0.5855 | Best Epoch : 11
Fold 2 | Epoch [18/80] | Train Loss: 0.0037 | Val Loss: 0.0108 | R2: 0.3796 | Pearson: 0.6403 | Best Correlation : 0.6403 | Best Epoch : 17
Fold 2 | Epoch [19/80] | Train Loss: 0.0033 | Val Loss: 0.0133 | R2: 0.2296 | Pearson: 0.4868 | Best Correlation : 0.6403 | Best Epoch : 17
Fold 2 | Epoch [20/80] | Train Loss: 0.0029 | Val Loss: 0.0155 | R2: 0.1040 | Pearson: 0.4718 | Best Correlation : 0.6403 | Best Epoch : 17
Fold 2 | Epoch [21/80] | Train Loss: 0.0022 | Val Loss: 0.0170 | R2: 0.0242 | Pearson: 0.2442 | Best Correlation : 0.6403 | Best Epoch : 17
Fold 2 | Epoch [22/80] | Train Loss: 0.0020 | Val Loss: 0.0103 | R2: 0.4043 | Pearson: 0.6391 | Best Correlation : 0.6403 | Best Epoch : 17
Fold 2 | Epoch [23/80] | Train Loss: 0.0019 | Val Loss: 0.0104 | R2: 0.3992 | Pearson: 0.6592 | Best Correlation : 0.6592 | Best Epoch : 22
Fold 2 | Epoch [24/80] | Train Loss: 0.0017 | Val Loss: 0.0093 | R2: 0.4607 | Pearson: 0.6807 | Best Correlation : 0.6807 | Best Epoch : 23
Fold 2 | Epoch [25/80] | Train Loss: 0.0017 | Val Loss: 0.0168 | R2: 0.0261 | Pearson: 0.5288 | Best Correlation : 0.6807 | Best Epoch : 23
Fold 2 | Epoch [26/80] | Train Loss: 0.0015 | Val Loss: 0.0175 | R2: -0.0116 | Pearson: 0.4720 | Best Correlation : 0.6807 | Best Epoch : 23
Fold 2 | Epoch [27/80] | Train Loss: 0.0015 | Val Loss: 0.0114 | R2: 0.3377 | Pearson: 0.5883 | Best Correlation : 0.6807 | Best Epoch : 23
Fold 2 | Epoch [28/80] | Train Loss: 0.0011 | Val Loss: 0.0100 | R2: 0.4289 | Pearson: 0.6836 | Best Correlation : 0.6836 | Best Epoch : 27
Fold 2 | Epoch [29/80] | Train Loss: 0.0011 | Val Loss: 0.0145 | R2: 0.1585 | Pearson: 0.4943 | Best Correlation : 0.6836 | Best Epoch : 27
Fold 2 | Epoch [30/80] | Train Loss: 0.0010 | Val Loss: 0.0100 | R2: 0.4233 | Pearson: 0.6521 | Best Correlation : 0.6836 | Best Epoch : 27
Fold 2 | Epoch [31/80] | Train Loss: 0.0009 | Val Loss: 0.0114 | R2: 0.3397 | Pearson: 0.6323 | Best Correlation : 0.6836 | Best Epoch : 27
Fold 2 | Epoch [32/80] | Train Loss: 0.0008 | Val Loss: 0.0098 | R2: 0.4296 | Pearson: 0.6649 | Best Correlation : 0.6836 | Best Epoch : 27
Fold 2 | Epoch [33/80] | Train Loss: 0.0009 | Val Loss: 0.0097 | R2: 0.4475 | Pearson: 0.6706 | Best Correlation : 0.6836 | Best Epoch : 27
Fold 2 | Epoch [34/80] | Train Loss: 0.0010 | Val Loss: 0.0094 | R2: 0.4580 | Pearson: 0.6800 | Best Correlation : 0.6836 | Best Epoch : 27
Fold 2 | Epoch [35/80] | Train Loss: 0.0008 | Val Loss: 0.0087 | R2: 0.4928 | Pearson: 0.7091 | Best Correlation : 0.7091 | Best Epoch : 34
Fold 2 | Epoch [36/80] | Train Loss: 0.0006 | Val Loss: 0.0089 | R2: 0.4847 | Pearson: 0.7057 | Best Correlation : 0.7091 | Best Epoch : 34
Fold 2 | Epoch [37/80] | Train Loss: 0.0005 | Val Loss: 0.0089 | R2: 0.4812 | Pearson: 0.7095 | Best Correlation : 0.7095 | Best Epoch : 36
Fold 2 | Epoch [38/80] | Train Loss: 0.0005 | Val Loss: 0.0092 | R2: 0.4652 | Pearson: 0.6919 | Best Correlation : 0.7095 | Best Epoch : 36
Fold 2 | Epoch [39/80] | Train Loss: 0.0005 | Val Loss: 0.0088 | R2: 0.4888 | Pearson: 0.7014 | Best Correlation : 0.7095 | Best Epoch : 36
Fold 2 | Epoch [40/80] | Train Loss: 0.0005 | Val Loss: 0.0088 | R2: 0.4885 | Pearson: 0.7008 | Best Correlation : 0.7095 | Best Epoch : 36
Fold 2 | Epoch [41/80] | Train Loss: 0.0004 | Val Loss: 0.0091 | R2: 0.4719 | Pearson: 0.6995 | Best Correlation : 0.7095 | Best Epoch : 36
Fold 2 | Epoch [42/80] | Train Loss: 0.0004 | Val Loss: 0.0088 | R2: 0.4872 | Pearson: 0.7026 | Best Correlation : 0.7095 | Best Epoch : 36
Fold 2 | Epoch [43/80] | Train Loss: 0.0004 | Val Loss: 0.0085 | R2: 0.5095 | Pearson: 0.7170 | Best Correlation : 0.7170 | Best Epoch : 42
Fold 2 | Epoch [44/80] | Train Loss: 0.0004 | Val Loss: 0.0084 | R2: 0.5144 | Pearson: 0.7198 | Best Correlation : 0.7198 | Best Epoch : 43
Fold 2 | Epoch [45/80] | Train Loss: 0.0003 | Val Loss: 0.0088 | R2: 0.4947 | Pearson: 0.7108 | Best Correlation : 0.7198 | Best Epoch : 43
Fold 2 | Epoch [46/80] | Train Loss: 0.0003 | Val Loss: 0.0088 | R2: 0.4953 | Pearson: 0.7100 | Best Correlation : 0.7198 | Best Epoch : 43
Fold 2 | Epoch [47/80] | Train Loss: 0.0002 | Val Loss: 0.0084 | R2: 0.5136 | Pearson: 0.7183 | Best Correlation : 0.7198 | Best Epoch : 43
Fold 2 | Epoch [48/80] | Train Loss: 0.0002 | Val Loss: 0.0085 | R2: 0.5075 | Pearson: 0.7161 | Best Correlation : 0.7198 | Best Epoch : 43
Fold 2 | Epoch [49/80] | Train Loss: 0.0003 | Val Loss: 0.0084 | R2: 0.5132 | Pearson: 0.7188 | Best Correlation : 0.7198 | Best Epoch : 43
Fold 2 | Epoch [50/80] | Train Loss: 0.0002 | Val Loss: 0.0085 | R2: 0.5146 | Pearson: 0.7204 | Best Correlation : 0.7204 | Best Epoch : 49
Fold 2 | Epoch [51/80] | Train Loss: 0.0002 | Val Loss: 0.0090 | R2: 0.4785 | Pearson: 0.6972 | Best Correlation : 0.7204 | Best Epoch : 49
Fold 2 | Epoch [52/80] | Train Loss: 0.0002 | Val Loss: 0.0088 | R2: 0.4928 | Pearson: 0.7081 | Best Correlation : 0.7204 | Best Epoch : 49
Fold 2 | Epoch [53/80] | Train Loss: 0.0002 | Val Loss: 0.0081 | R2: 0.5303 | Pearson: 0.7333 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [54/80] | Train Loss: 0.0001 | Val Loss: 0.0081 | R2: 0.5290 | Pearson: 0.7302 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [55/80] | Train Loss: 0.0001 | Val Loss: 0.0086 | R2: 0.5076 | Pearson: 0.7173 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [56/80] | Train Loss: 0.0001 | Val Loss: 0.0082 | R2: 0.5215 | Pearson: 0.7262 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [57/80] | Train Loss: 0.0001 | Val Loss: 0.0082 | R2: 0.5240 | Pearson: 0.7289 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [58/80] | Train Loss: 0.0001 | Val Loss: 0.0084 | R2: 0.5102 | Pearson: 0.7222 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [59/80] | Train Loss: 0.0001 | Val Loss: 0.0084 | R2: 0.5193 | Pearson: 0.7246 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [60/80] | Train Loss: 0.0001 | Val Loss: 0.0083 | R2: 0.5161 | Pearson: 0.7218 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [61/80] | Train Loss: 0.0001 | Val Loss: 0.0083 | R2: 0.5166 | Pearson: 0.7244 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [62/80] | Train Loss: 0.0001 | Val Loss: 0.0083 | R2: 0.5153 | Pearson: 0.7242 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [63/80] | Train Loss: 0.0001 | Val Loss: 0.0084 | R2: 0.5159 | Pearson: 0.7229 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [64/80] | Train Loss: 0.0001 | Val Loss: 0.0084 | R2: 0.5137 | Pearson: 0.7210 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [65/80] | Train Loss: 0.0001 | Val Loss: 0.0083 | R2: 0.5182 | Pearson: 0.7241 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [66/80] | Train Loss: 0.0001 | Val Loss: 0.0082 | R2: 0.5236 | Pearson: 0.7284 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [67/80] | Train Loss: 0.0001 | Val Loss: 0.0084 | R2: 0.5145 | Pearson: 0.7204 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [68/80] | Train Loss: 0.0001 | Val Loss: 0.0083 | R2: 0.5183 | Pearson: 0.7253 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [69/80] | Train Loss: 0.0001 | Val Loss: 0.0083 | R2: 0.5166 | Pearson: 0.7236 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [70/80] | Train Loss: 0.0001 | Val Loss: 0.0084 | R2: 0.5182 | Pearson: 0.7239 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [71/80] | Train Loss: 0.0000 | Val Loss: 0.0083 | R2: 0.5171 | Pearson: 0.7237 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [72/80] | Train Loss: 0.0000 | Val Loss: 0.0083 | R2: 0.5196 | Pearson: 0.7258 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [73/80] | Train Loss: 0.0000 | Val Loss: 0.0083 | R2: 0.5225 | Pearson: 0.7271 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [74/80] | Train Loss: 0.0000 | Val Loss: 0.0084 | R2: 0.5198 | Pearson: 0.7258 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [75/80] | Train Loss: 0.0000 | Val Loss: 0.0083 | R2: 0.5182 | Pearson: 0.7249 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [76/80] | Train Loss: 0.0000 | Val Loss: 0.0084 | R2: 0.5149 | Pearson: 0.7222 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [77/80] | Train Loss: 0.0000 | Val Loss: 0.0082 | R2: 0.5261 | Pearson: 0.7306 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [78/80] | Train Loss: 0.0000 | Val Loss: 0.0084 | R2: 0.5189 | Pearson: 0.7253 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [79/80] | Train Loss: 0.0000 | Val Loss: 0.0083 | R2: 0.5207 | Pearson: 0.7268 | Best Correlation : 0.7333 | Best Epoch : 52
Fold 2 | Epoch [80/80] | Train Loss: 0.0000 | Val Loss: 0.0083 | R2: 0.5164 | Pearson: 0.7237 | Best Correlation : 0.7333 | Best Epoch : 52
