Fold 4 | Epoch [1/80] | Train Loss: 0.0341 | Val Loss: 0.0748 | R2: -3.3591 | Pearson: 0.0562
Fold 4 | Epoch [61/80] | Train Loss: 0.0007 | Val Loss: 0.0113 | R2: 0.3433 | Pearson: 0.5890
Fold 4 | Epoch [62/80] | Train Loss: 0.0007 | Val Loss: 0.0117 | R2: 0.3217 | Pearson: 0.5949
Fold 4 | Epoch [63/80] | Train Loss: 0.0007 | Val Loss: 0.0126 | R2: 0.2635 | Pearson: 0.5770
Fold 4 | Epoch [64/80] | Train Loss: 0.0006 | Val Loss: 0.0114 | R2: 0.3350 | Pearson: 0.5837
Fold 4 | Epoch [65/80] | Train Loss: 0.0006 | Val Loss: 0.0114 | R2: 0.3393 | Pearson: 0.5856
Fold 4 | Epoch [66/80] | Train Loss: 0.0007 | Val Loss: 0.0114 | R2: 0.3349 | Pearson: 0.5983
Fold 4 | Epoch [67/80] | Train Loss: 0.0006 | Val Loss: 0.0120 | R2: 0.3035 | Pearson: 0.5709
Fold 4 | Epoch [68/80] | Train Loss: 0.0006 | Val Loss: 0.0119 | R2: 0.3072 | Pearson: 0.5929
Fold 4 | Epoch [69/80] | Train Loss: 0.0005 | Val Loss: 0.0117 | R2: 0.3184 | Pearson: 0.5918
Fold 4 | Epoch [70/80] | Train Loss: 0.0006 | Val Loss: 0.0114 | R2: 0.3362 | Pearson: 0.5832
Fold 4 | Epoch [71/80] | Train Loss: 0.0006 | Val Loss: 0.0115 | R2: 0.3320 | Pearson: 0.5839
Fold 4 | Epoch [72/80] | Train Loss: 0.0006 | Val Loss: 0.0113 | R2: 0.3391 | Pearson: 0.5901
Fold 4 | Epoch [73/80] | Train Loss: 0.0006 | Val Loss: 0.0116 | R2: 0.3217 | Pearson: 0.5757
Fold 4 | Epoch [74/80] | Train Loss: 0.0006 | Val Loss: 0.0114 | R2: 0.3351 | Pearson: 0.5880
Fold 4 | Epoch [75/80] | Train Loss: 0.0005 | Val Loss: 0.0113 | R2: 0.3433 | Pearson: 0.5912
Fold 4 | Epoch [76/80] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3319 | Pearson: 0.5811
Fold 4 | Epoch [77/80] | Train Loss: 0.0006 | Val Loss: 0.0115 | R2: 0.3348 | Pearson: 0.5909
Fold 4 | Epoch [78/80] | Train Loss: 0.0006 | Val Loss: 0.0114 | R2: 0.3381 | Pearson: 0.5910
Fold 4 | Epoch [79/80] | Train Loss: 0.0006 | Val Loss: 0.0113 | R2: 0.3395 | Pearson: 0.5866
Fold 4 | Epoch [80/80] | Train Loss: 0.0006 | Val Loss: 0.0116 | R2: 0.3302 | Pearson: 0.5936
