Fold 5 | Epoch [1/80] | Train Loss: 0.0226 | Val Loss: 0.0187 | R2: -0.0159 | Pearson: 0.0525 | Best Correlation : 0.0525 | Best Epoch : 0
Fold 5 | Epoch [17/80] | Train Loss: 0.0040 | Val Loss: 0.0215 | R2: -0.1932 | Pearson: -0.0244 | Best Correlation : 0.6226 | Best Epoch : 15
Fold 5 | Epoch [18/80] | Train Loss: 0.0033 | Val Loss: 0.0120 | R2: 0.3292 | Pearson: 0.5796 | Best Correlation : 0.6226 | Best Epoch : 15
Fold 5 | Epoch [19/80] | Train Loss: 0.0025 | Val Loss: 0.0112 | R2: 0.3790 | Pearson: 0.6246 | Best Correlation : 0.6246 | Best Epoch : 18
Fold 5 | Epoch [20/80] | Train Loss: 0.0025 | Val Loss: 0.0213 | R2: -0.1753 | Pearson: 0.0626 | Best Correlation : 0.6246 | Best Epoch : 18
Fold 5 | Epoch [21/80] | Train Loss: 0.0021 | Val Loss: 0.0084 | R2: 0.5373 | Pearson: 0.7347 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [22/80] | Train Loss: 0.0020 | Val Loss: 0.0092 | R2: 0.4877 | Pearson: 0.6995 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [23/80] | Train Loss: 0.0016 | Val Loss: 0.0141 | R2: 0.2139 | Pearson: 0.5384 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [24/80] | Train Loss: 0.0019 | Val Loss: 0.0152 | R2: 0.1525 | Pearson: 0.4245 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [25/80] | Train Loss: 0.0016 | Val Loss: 0.0350 | R2: -0.9412 | Pearson: 0.1594 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [26/80] | Train Loss: 0.0013 | Val Loss: 0.0088 | R2: 0.5089 | Pearson: 0.7204 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [27/80] | Train Loss: 0.0011 | Val Loss: 0.0104 | R2: 0.4193 | Pearson: 0.6534 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [28/80] | Train Loss: 0.0012 | Val Loss: 0.0088 | R2: 0.5175 | Pearson: 0.7342 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [29/80] | Train Loss: 0.0012 | Val Loss: 0.0083 | R2: 0.5391 | Pearson: 0.7344 | Best Correlation : 0.7347 | Best Epoch : 20
Fold 5 | Epoch [30/80] | Train Loss: 0.0010 | Val Loss: 0.0088 | R2: 0.5112 | Pearson: 0.7349 | Best Correlation : 0.7349 | Best Epoch : 29
Fold 5 | Epoch [31/80] | Train Loss: 0.0009 | Val Loss: 0.0083 | R2: 0.5392 | Pearson: 0.7389 | Best Correlation : 0.7389 | Best Epoch : 30
Fold 5 | Epoch [32/80] | Train Loss: 0.0008 | Val Loss: 0.0085 | R2: 0.5292 | Pearson: 0.7369 | Best Correlation : 0.7389 | Best Epoch : 30
Fold 5 | Epoch [33/80] | Train Loss: 0.0007 | Val Loss: 0.0082 | R2: 0.5437 | Pearson: 0.7400 | Best Correlation : 0.7400 | Best Epoch : 32
Fold 5 | Epoch [34/80] | Train Loss: 0.0007 | Val Loss: 0.0082 | R2: 0.5448 | Pearson: 0.7470 | Best Correlation : 0.7470 | Best Epoch : 33
Fold 5 | Epoch [35/80] | Train Loss: 0.0007 | Val Loss: 0.0084 | R2: 0.5346 | Pearson: 0.7457 | Best Correlation : 0.7470 | Best Epoch : 33
Fold 5 | Epoch [36/80] | Train Loss: 0.0007 | Val Loss: 0.0081 | R2: 0.5473 | Pearson: 0.7409 | Best Correlation : 0.7470 | Best Epoch : 33
Fold 5 | Epoch [37/80] | Train Loss: 0.0006 | Val Loss: 0.0082 | R2: 0.5465 | Pearson: 0.7486 | Best Correlation : 0.7486 | Best Epoch : 36
Fold 5 | Epoch [38/80] | Train Loss: 0.0006 | Val Loss: 0.0081 | R2: 0.5549 | Pearson: 0.7600 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [39/80] | Train Loss: 0.0005 | Val Loss: 0.0082 | R2: 0.5427 | Pearson: 0.7521 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [40/80] | Train Loss: 0.0004 | Val Loss: 0.0079 | R2: 0.5618 | Pearson: 0.7525 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [41/80] | Train Loss: 0.0005 | Val Loss: 0.0080 | R2: 0.5642 | Pearson: 0.7530 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [42/80] | Train Loss: 0.0004 | Val Loss: 0.0079 | R2: 0.5638 | Pearson: 0.7539 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [43/80] | Train Loss: 0.0004 | Val Loss: 0.0079 | R2: 0.5624 | Pearson: 0.7573 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [44/80] | Train Loss: 0.0004 | Val Loss: 0.0078 | R2: 0.5640 | Pearson: 0.7593 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [45/80] | Train Loss: 0.0003 | Val Loss: 0.0102 | R2: 0.4433 | Pearson: 0.7076 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [46/80] | Train Loss: 0.0003 | Val Loss: 0.0080 | R2: 0.5520 | Pearson: 0.7536 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [47/80] | Train Loss: 0.0003 | Val Loss: 0.0079 | R2: 0.5603 | Pearson: 0.7558 | Best Correlation : 0.7600 | Best Epoch : 37
Fold 5 | Epoch [48/80] | Train Loss: 0.0003 | Val Loss: 0.0077 | R2: 0.5723 | Pearson: 0.7632 | Best Correlation : 0.7632 | Best Epoch : 47
Fold 5 | Epoch [49/80] | Train Loss: 0.0002 | Val Loss: 0.0077 | R2: 0.5703 | Pearson: 0.7621 | Best Correlation : 0.7632 | Best Epoch : 47
Fold 5 | Epoch [50/80] | Train Loss: 0.0002 | Val Loss: 0.0077 | R2: 0.5728 | Pearson: 0.7656 | Best Correlation : 0.7656 | Best Epoch : 49
Fold 5 | Epoch [51/80] | Train Loss: 0.0002 | Val Loss: 0.0077 | R2: 0.5721 | Pearson: 0.7623 | Best Correlation : 0.7656 | Best Epoch : 49
Fold 5 | Epoch [52/80] | Train Loss: 0.0002 | Val Loss: 0.0083 | R2: 0.5525 | Pearson: 0.7521 | Best Correlation : 0.7656 | Best Epoch : 49
Fold 5 | Epoch [53/80] | Train Loss: 0.0002 | Val Loss: 0.0076 | R2: 0.5777 | Pearson: 0.7662 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [54/80] | Train Loss: 0.0002 | Val Loss: 0.0079 | R2: 0.5653 | Pearson: 0.7606 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [55/80] | Train Loss: 0.0002 | Val Loss: 0.0077 | R2: 0.5688 | Pearson: 0.7625 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [56/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5682 | Pearson: 0.7609 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [57/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5675 | Pearson: 0.7631 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [58/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5676 | Pearson: 0.7631 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [59/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5661 | Pearson: 0.7612 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [60/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5671 | Pearson: 0.7633 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [61/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5643 | Pearson: 0.7632 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [62/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5620 | Pearson: 0.7595 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [63/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5676 | Pearson: 0.7628 | Best Correlation : 0.7662 | Best Epoch : 52
Fold 5 | Epoch [64/80] | Train Loss: 0.0001 | Val Loss: 0.0077 | R2: 0.5741 | Pearson: 0.7675 | Best Correlation : 0.7675 | Best Epoch : 63
Fold 5 | Epoch [65/80] | Train Loss: 0.0001 | Val Loss: 0.0077 | R2: 0.5724 | Pearson: 0.7684 | Best Correlation : 0.7684 | Best Epoch : 64
Fold 5 | Epoch [66/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5690 | Pearson: 0.7671 | Best Correlation : 0.7684 | Best Epoch : 64
Fold 5 | Epoch [67/80] | Train Loss: 0.0001 | Val Loss: 0.0080 | R2: 0.5754 | Pearson: 0.7685 | Best Correlation : 0.7685 | Best Epoch : 66
Fold 5 | Epoch [68/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5694 | Pearson: 0.7657 | Best Correlation : 0.7685 | Best Epoch : 66
Fold 5 | Epoch [69/80] | Train Loss: 0.0001 | Val Loss: 0.0083 | R2: 0.5679 | Pearson: 0.7637 | Best Correlation : 0.7685 | Best Epoch : 66
Fold 5 | Epoch [70/80] | Train Loss: 0.0000 | Val Loss: 0.0077 | R2: 0.5744 | Pearson: 0.7694 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [71/80] | Train Loss: 0.0000 | Val Loss: 0.0077 | R2: 0.5720 | Pearson: 0.7677 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [72/80] | Train Loss: 0.0001 | Val Loss: 0.0077 | R2: 0.5728 | Pearson: 0.7670 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [73/80] | Train Loss: 0.0000 | Val Loss: 0.0077 | R2: 0.5714 | Pearson: 0.7667 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [74/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5690 | Pearson: 0.7658 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [75/80] | Train Loss: 0.0000 | Val Loss: 0.0079 | R2: 0.5659 | Pearson: 0.7617 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [76/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5676 | Pearson: 0.7640 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [77/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5653 | Pearson: 0.7623 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [78/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5706 | Pearson: 0.7660 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [79/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5674 | Pearson: 0.7635 | Best Correlation : 0.7694 | Best Epoch : 69
Fold 5 | Epoch [80/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5693 | Pearson: 0.7648 | Best Correlation : 0.7694 | Best Epoch : 69
