Fold 3 | Epoch [1/150] | Train Loss: 0.0610 | Val Loss: 0.1267 | R2: -5.2283 | Pearson: -0.0425
Fold 3 | Epoch [81/150] | Train Loss: 0.0006 | Val Loss: 0.0153 | R2: 0.2437 | Pearson: 0.4989
Fold 3 | Epoch [82/150] | Train Loss: 0.0008 | Val Loss: 0.0167 | R2: 0.1728 | Pearson: 0.4713
Fold 3 | Epoch [83/150] | Train Loss: 0.0010 | Val Loss: 0.0152 | R2: 0.2491 | Pearson: 0.5014
Fold 3 | Epoch [84/150] | Train Loss: 0.0007 | Val Loss: 0.0153 | R2: 0.2476 | Pearson: 0.4992
Fold 3 | Epoch [85/150] | Train Loss: 0.0009 | Val Loss: 0.0153 | R2: 0.2432 | Pearson: 0.4947
Fold 3 | Epoch [86/150] | Train Loss: 0.0008 | Val Loss: 0.0155 | R2: 0.2434 | Pearson: 0.4960
Fold 3 | Epoch [87/150] | Train Loss: 0.0009 | Val Loss: 0.0150 | R2: 0.2578 | Pearson: 0.5142
Fold 3 | Epoch [88/150] | Train Loss: 0.0007 | Val Loss: 0.0152 | R2: 0.2544 | Pearson: 0.5068
Fold 3 | Epoch [89/150] | Train Loss: 0.0007 | Val Loss: 0.0158 | R2: 0.2186 | Pearson: 0.5003
Fold 3 | Epoch [90/150] | Train Loss: 0.0006 | Val Loss: 0.0148 | R2: 0.2645 | Pearson: 0.5162
Fold 3 | Epoch [91/150] | Train Loss: 0.0005 | Val Loss: 0.0154 | R2: 0.2458 | Pearson: 0.5050
Fold 3 | Epoch [92/150] | Train Loss: 0.0005 | Val Loss: 0.0155 | R2: 0.2322 | Pearson: 0.5046
Fold 3 | Epoch [93/150] | Train Loss: 0.0005 | Val Loss: 0.0147 | R2: 0.2701 | Pearson: 0.5229
Fold 3 | Epoch [94/150] | Train Loss: 0.0005 | Val Loss: 0.0148 | R2: 0.2646 | Pearson: 0.5169
Fold 3 | Epoch [95/150] | Train Loss: 0.0007 | Val Loss: 0.0149 | R2: 0.2638 | Pearson: 0.5163
Fold 3 | Epoch [96/150] | Train Loss: 0.0005 | Val Loss: 0.0149 | R2: 0.2671 | Pearson: 0.5191
Fold 3 | Epoch [97/150] | Train Loss: 0.0006 | Val Loss: 0.0151 | R2: 0.2531 | Pearson: 0.5048
Fold 3 | Epoch [98/150] | Train Loss: 0.0005 | Val Loss: 0.0151 | R2: 0.2526 | Pearson: 0.5047
Fold 3 | Epoch [99/150] | Train Loss: 0.0004 | Val Loss: 0.0148 | R2: 0.2644 | Pearson: 0.5148
Fold 3 | Epoch [100/150] | Train Loss: 0.0007 | Val Loss: 0.0150 | R2: 0.2670 | Pearson: 0.5204
Fold 3 | Epoch [101/150] | Train Loss: 0.0009 | Val Loss: 0.0151 | R2: 0.2602 | Pearson: 0.5171
Fold 3 | Epoch [102/150] | Train Loss: 0.0006 | Val Loss: 0.0152 | R2: 0.2490 | Pearson: 0.5038
Fold 3 | Epoch [103/150] | Train Loss: 0.0008 | Val Loss: 0.0150 | R2: 0.2569 | Pearson: 0.5108
Fold 3 | Epoch [104/150] | Train Loss: 0.0005 | Val Loss: 0.0150 | R2: 0.2594 | Pearson: 0.5114
Fold 3 | Epoch [105/150] | Train Loss: 0.0004 | Val Loss: 0.0150 | R2: 0.2619 | Pearson: 0.5123
Fold 3 | Epoch [106/150] | Train Loss: 0.0004 | Val Loss: 0.0152 | R2: 0.2629 | Pearson: 0.5137
Fold 3 | Epoch [107/150] | Train Loss: 0.0005 | Val Loss: 0.0149 | R2: 0.2599 | Pearson: 0.5139
Fold 3 | Epoch [108/150] | Train Loss: 0.0004 | Val Loss: 0.0147 | R2: 0.2788 | Pearson: 0.5294
Fold 3 | Epoch [109/150] | Train Loss: 0.0004 | Val Loss: 0.0153 | R2: 0.2689 | Pearson: 0.5191
Fold 3 | Epoch [110/150] | Train Loss: 0.0005 | Val Loss: 0.0147 | R2: 0.2753 | Pearson: 0.5249
Fold 3 | Epoch [111/150] | Train Loss: 0.0009 | Val Loss: 0.0150 | R2: 0.2532 | Pearson: 0.5095
Fold 3 | Epoch [112/150] | Train Loss: 0.0005 | Val Loss: 0.0148 | R2: 0.2759 | Pearson: 0.5254
Fold 3 | Epoch [113/150] | Train Loss: 0.0004 | Val Loss: 0.0148 | R2: 0.2682 | Pearson: 0.5186
Fold 3 | Epoch [114/150] | Train Loss: 0.0004 | Val Loss: 0.0149 | R2: 0.2633 | Pearson: 0.5191
Fold 3 | Epoch [115/150] | Train Loss: 0.0004 | Val Loss: 0.0147 | R2: 0.2679 | Pearson: 0.5184
Fold 3 | Epoch [116/150] | Train Loss: 0.0005 | Val Loss: 0.0150 | R2: 0.2609 | Pearson: 0.5115
Fold 3 | Epoch [117/150] | Train Loss: 0.0004 | Val Loss: 0.0150 | R2: 0.2602 | Pearson: 0.5111
Fold 3 | Epoch [118/150] | Train Loss: 0.0003 | Val Loss: 0.0150 | R2: 0.2633 | Pearson: 0.5138
Fold 3 | Epoch [119/150] | Train Loss: 0.0004 | Val Loss: 0.0149 | R2: 0.2639 | Pearson: 0.5165
Fold 3 | Epoch [120/150] | Train Loss: 0.0006 | Val Loss: 0.0157 | R2: 0.2527 | Pearson: 0.5128
Fold 3 | Epoch [121/150] | Train Loss: 0.0005 | Val Loss: 0.0150 | R2: 0.2591 | Pearson: 0.5105
Fold 3 | Epoch [122/150] | Train Loss: 0.0006 | Val Loss: 0.0148 | R2: 0.2651 | Pearson: 0.5170
Fold 3 | Epoch [123/150] | Train Loss: 0.0005 | Val Loss: 0.0146 | R2: 0.2836 | Pearson: 0.5328
Fold 3 | Epoch [124/150] | Train Loss: 0.0004 | Val Loss: 0.0145 | R2: 0.2761 | Pearson: 0.5261
Fold 3 | Epoch [125/150] | Train Loss: 0.0006 | Val Loss: 0.0146 | R2: 0.2766 | Pearson: 0.5261
Fold 3 | Epoch [126/150] | Train Loss: 0.0003 | Val Loss: 0.0147 | R2: 0.2764 | Pearson: 0.5259
Fold 3 | Epoch [127/150] | Train Loss: 0.0003 | Val Loss: 0.0150 | R2: 0.2705 | Pearson: 0.5205
Fold 3 | Epoch [128/150] | Train Loss: 0.0004 | Val Loss: 0.0146 | R2: 0.2725 | Pearson: 0.5231
Fold 3 | Epoch [129/150] | Train Loss: 0.0003 | Val Loss: 0.0146 | R2: 0.2802 | Pearson: 0.5294
Fold 3 | Epoch [130/150] | Train Loss: 0.0005 | Val Loss: 0.0149 | R2: 0.2663 | Pearson: 0.5170
Fold 3 | Epoch [131/150] | Train Loss: 0.0004 | Val Loss: 0.0147 | R2: 0.2718 | Pearson: 0.5224
Fold 3 | Epoch [132/150] | Train Loss: 0.0003 | Val Loss: 0.0148 | R2: 0.2725 | Pearson: 0.5225
Fold 3 | Epoch [133/150] | Train Loss: 0.0004 | Val Loss: 0.0147 | R2: 0.2762 | Pearson: 0.5263
Fold 3 | Epoch [134/150] | Train Loss: 0.0007 | Val Loss: 0.0147 | R2: 0.2781 | Pearson: 0.5279
Fold 3 | Epoch [135/150] | Train Loss: 0.0003 | Val Loss: 0.0149 | R2: 0.2676 | Pearson: 0.5177
Fold 3 | Epoch [136/150] | Train Loss: 0.0005 | Val Loss: 0.0148 | R2: 0.2750 | Pearson: 0.5249
Fold 3 | Epoch [137/150] | Train Loss: 0.0003 | Val Loss: 0.0146 | R2: 0.2739 | Pearson: 0.5255
Fold 3 | Epoch [138/150] | Train Loss: 0.0004 | Val Loss: 0.0147 | R2: 0.2711 | Pearson: 0.5208
Fold 3 | Epoch [139/150] | Train Loss: 0.0004 | Val Loss: 0.0147 | R2: 0.2708 | Pearson: 0.5221
Fold 3 | Epoch [140/150] | Train Loss: 0.0005 | Val Loss: 0.0149 | R2: 0.2676 | Pearson: 0.5180
Fold 3 | Epoch [141/150] | Train Loss: 0.0005 | Val Loss: 0.0148 | R2: 0.2734 | Pearson: 0.5230
Fold 3 | Epoch [142/150] | Train Loss: 0.0004 | Val Loss: 0.0146 | R2: 0.2756 | Pearson: 0.5272
Fold 3 | Epoch [143/150] | Train Loss: 0.0004 | Val Loss: 0.0145 | R2: 0.2791 | Pearson: 0.5284
Fold 3 | Epoch [144/150] | Train Loss: 0.0003 | Val Loss: 0.0147 | R2: 0.2727 | Pearson: 0.5237
Fold 3 | Epoch [145/150] | Train Loss: 0.0005 | Val Loss: 0.0146 | R2: 0.2774 | Pearson: 0.5293
Fold 3 | Epoch [146/150] | Train Loss: 0.0005 | Val Loss: 0.0150 | R2: 0.2634 | Pearson: 0.5134
Fold 3 | Epoch [147/150] | Train Loss: 0.0007 | Val Loss: 0.0150 | R2: 0.2565 | Pearson: 0.5171
Fold 3 | Epoch [148/150] | Train Loss: 0.0004 | Val Loss: 0.0146 | R2: 0.2781 | Pearson: 0.5273
Fold 3 | Epoch [149/150] | Train Loss: 0.0003 | Val Loss: 0.0147 | R2: 0.2730 | Pearson: 0.5232
Fold 3 | Epoch [150/150] | Train Loss: 0.0004 | Val Loss: 0.0149 | R2: 0.2725 | Pearson: 0.5234
