Fold 1 | Epoch [1/80] | Train Loss: 0.0500 | Val Loss: 0.0172 | R2: -0.0078 | Pearson: 0.2727
Fold 1 | Epoch [21/80] | Train Loss: 0.0020 | Val Loss: 0.0168 | R2: 0.0165 | Pearson: 0.3853
Fold 1 | Epoch [22/80] | Train Loss: 0.0021 | Val Loss: 0.0133 | R2: 0.2210 | Pearson: 0.5295
Fold 1 | Epoch [23/80] | Train Loss: 0.0018 | Val Loss: 0.0247 | R2: -0.4469 | Pearson: 0.4994
Fold 1 | Epoch [24/80] | Train Loss: 0.0017 | Val Loss: 0.0127 | R2: 0.2594 | Pearson: 0.5261
Fold 1 | Epoch [25/80] | Train Loss: 0.0017 | Val Loss: 0.0126 | R2: 0.2665 | Pearson: 0.5540
Fold 1 | Epoch [26/80] | Train Loss: 0.0016 | Val Loss: 0.0128 | R2: 0.2496 | Pearson: 0.5280
Fold 1 | Epoch [27/80] | Train Loss: 0.0016 | Val Loss: 0.0156 | R2: 0.0846 | Pearson: 0.5322
Fold 1 | Epoch [28/80] | Train Loss: 0.0016 | Val Loss: 0.0122 | R2: 0.2870 | Pearson: 0.5502
Fold 1 | Epoch [29/80] | Train Loss: 0.0014 | Val Loss: 0.0135 | R2: 0.2082 | Pearson: 0.5431
Fold 1 | Epoch [30/80] | Train Loss: 0.0013 | Val Loss: 0.0147 | R2: 0.1399 | Pearson: 0.4676
Fold 1 | Epoch [31/80] | Train Loss: 0.0013 | Val Loss: 0.0155 | R2: 0.0946 | Pearson: 0.5534
Fold 1 | Epoch [32/80] | Train Loss: 0.0013 | Val Loss: 0.0117 | R2: 0.3153 | Pearson: 0.5828
Fold 1 | Epoch [33/80] | Train Loss: 0.0012 | Val Loss: 0.0127 | R2: 0.2599 | Pearson: 0.5485
Fold 1 | Epoch [34/80] | Train Loss: 0.0012 | Val Loss: 0.0124 | R2: 0.2762 | Pearson: 0.5447
Fold 1 | Epoch [35/80] | Train Loss: 0.0012 | Val Loss: 0.0128 | R2: 0.2487 | Pearson: 0.5621
Fold 1 | Epoch [36/80] | Train Loss: 0.0011 | Val Loss: 0.0118 | R2: 0.3088 | Pearson: 0.5613
Fold 1 | Epoch [37/80] | Train Loss: 0.0010 | Val Loss: 0.0115 | R2: 0.3245 | Pearson: 0.5778
Fold 1 | Epoch [38/80] | Train Loss: 0.0011 | Val Loss: 0.0119 | R2: 0.3038 | Pearson: 0.5684
Fold 1 | Epoch [39/80] | Train Loss: 0.0009 | Val Loss: 0.0117 | R2: 0.3141 | Pearson: 0.5757
Fold 1 | Epoch [40/80] | Train Loss: 0.0009 | Val Loss: 0.0121 | R2: 0.2946 | Pearson: 0.5514
Fold 1 | Epoch [41/80] | Train Loss: 0.0010 | Val Loss: 0.0125 | R2: 0.2706 | Pearson: 0.5683
Fold 1 | Epoch [42/80] | Train Loss: 0.0009 | Val Loss: 0.0121 | R2: 0.2979 | Pearson: 0.5545
Fold 1 | Epoch [43/80] | Train Loss: 0.0008 | Val Loss: 0.0122 | R2: 0.2854 | Pearson: 0.5428
Fold 1 | Epoch [44/80] | Train Loss: 0.0009 | Val Loss: 0.0124 | R2: 0.2738 | Pearson: 0.5616
Fold 1 | Epoch [45/80] | Train Loss: 0.0008 | Val Loss: 0.0125 | R2: 0.2687 | Pearson: 0.5909
Fold 1 | Epoch [46/80] | Train Loss: 0.0010 | Val Loss: 0.0136 | R2: 0.2045 | Pearson: 0.4716
Fold 1 | Epoch [47/80] | Train Loss: 0.0010 | Val Loss: 0.0116 | R2: 0.3205 | Pearson: 0.5741
Fold 1 | Epoch [48/80] | Train Loss: 0.0008 | Val Loss: 0.0129 | R2: 0.2439 | Pearson: 0.5183
Fold 1 | Epoch [49/80] | Train Loss: 0.0007 | Val Loss: 0.0117 | R2: 0.3157 | Pearson: 0.5665
Fold 1 | Epoch [50/80] | Train Loss: 0.0007 | Val Loss: 0.0112 | R2: 0.3486 | Pearson: 0.5928
Fold 1 | Epoch [51/80] | Train Loss: 0.0007 | Val Loss: 0.0112 | R2: 0.3491 | Pearson: 0.5924
Fold 1 | Epoch [52/80] | Train Loss: 0.0006 | Val Loss: 0.0113 | R2: 0.3368 | Pearson: 0.5849
Fold 1 | Epoch [53/80] | Train Loss: 0.0006 | Val Loss: 0.0116 | R2: 0.3192 | Pearson: 0.5891
Fold 1 | Epoch [54/80] | Train Loss: 0.0006 | Val Loss: 0.0112 | R2: 0.3441 | Pearson: 0.5895
Fold 1 | Epoch [55/80] | Train Loss: 0.0006 | Val Loss: 0.0111 | R2: 0.3480 | Pearson: 0.5952
Fold 1 | Epoch [56/80] | Train Loss: 0.0005 | Val Loss: 0.0116 | R2: 0.3203 | Pearson: 0.5884
Fold 1 | Epoch [57/80] | Train Loss: 0.0006 | Val Loss: 0.0111 | R2: 0.3513 | Pearson: 0.5946
Fold 1 | Epoch [58/80] | Train Loss: 0.0006 | Val Loss: 0.0111 | R2: 0.3501 | Pearson: 0.5945
Fold 1 | Epoch [59/80] | Train Loss: 0.0005 | Val Loss: 0.0111 | R2: 0.3524 | Pearson: 0.5950
Fold 1 | Epoch [60/80] | Train Loss: 0.0005 | Val Loss: 0.0110 | R2: 0.3523 | Pearson: 0.5944
Fold 1 | Epoch [61/80] | Train Loss: 0.0005 | Val Loss: 0.0113 | R2: 0.3373 | Pearson: 0.5854
Fold 1 | Epoch [62/80] | Train Loss: 0.0005 | Val Loss: 0.0111 | R2: 0.3474 | Pearson: 0.5907
Fold 1 | Epoch [63/80] | Train Loss: 0.0005 | Val Loss: 0.0112 | R2: 0.3451 | Pearson: 0.5896
Fold 1 | Epoch [64/80] | Train Loss: 0.0004 | Val Loss: 0.0112 | R2: 0.3443 | Pearson: 0.5911
Fold 1 | Epoch [65/80] | Train Loss: 0.0005 | Val Loss: 0.0110 | R2: 0.3552 | Pearson: 0.5966
Fold 1 | Epoch [66/80] | Train Loss: 0.0004 | Val Loss: 0.0112 | R2: 0.3438 | Pearson: 0.5888
Fold 1 | Epoch [67/80] | Train Loss: 0.0004 | Val Loss: 0.0113 | R2: 0.3400 | Pearson: 0.5906
Fold 1 | Epoch [68/80] | Train Loss: 0.0004 | Val Loss: 0.0111 | R2: 0.3484 | Pearson: 0.5935
Fold 1 | Epoch [69/80] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3561 | Pearson: 0.5974
Fold 1 | Epoch [70/80] | Train Loss: 0.0004 | Val Loss: 0.0109 | R2: 0.3592 | Pearson: 0.6013
Fold 1 | Epoch [71/80] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3597 | Pearson: 0.6006
Fold 1 | Epoch [72/80] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3560 | Pearson: 0.5976
Fold 1 | Epoch [73/80] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3563 | Pearson: 0.5989
Fold 1 | Epoch [74/80] | Train Loss: 0.0004 | Val Loss: 0.0111 | R2: 0.3476 | Pearson: 0.5904
Fold 1 | Epoch [75/80] | Train Loss: 0.0004 | Val Loss: 0.0111 | R2: 0.3485 | Pearson: 0.5927
Fold 1 | Epoch [76/80] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3558 | Pearson: 0.5980
Fold 1 | Epoch [77/80] | Train Loss: 0.0004 | Val Loss: 0.0109 | R2: 0.3588 | Pearson: 0.6004
Fold 1 | Epoch [78/80] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3525 | Pearson: 0.5948
Fold 1 | Epoch [79/80] | Train Loss: 0.0004 | Val Loss: 0.0110 | R2: 0.3563 | Pearson: 0.5978
Fold 1 | Epoch [80/80] | Train Loss: 0.0004 | Val Loss: 0.0111 | R2: 0.3505 | Pearson: 0.5928
