Fold 2 | Epoch [1/80] | Train Loss: 0.0236 | Val Loss: 0.0187 | R2: -0.0232 | Pearson: 0.0028 | Best Correlation : 0.0028 | Best Epoch : 0
Fold 2 | Epoch [55/80] | Train Loss: 0.0001 | Val Loss: 0.0080 | R2: 0.5655 | Pearson: 0.7645 | Best Correlation : 0.7668 | Best Epoch : 52
Fold 2 | Epoch [56/80] | Train Loss: 0.0001 | Val Loss: 0.0087 | R2: 0.5237 | Pearson: 0.7429 | Best Correlation : 0.7668 | Best Epoch : 52
Fold 2 | Epoch [57/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5691 | Pearson: 0.7702 | Best Correlation : 0.7702 | Best Epoch : 56
Fold 2 | Epoch [58/80] | Train Loss: 0.0001 | Val Loss: 0.0080 | R2: 0.5640 | Pearson: 0.7706 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [59/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5755 | Pearson: 0.7690 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [60/80] | Train Loss: 0.0001 | Val Loss: 0.0082 | R2: 0.5571 | Pearson: 0.7614 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [61/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5703 | Pearson: 0.7660 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [62/80] | Train Loss: 0.0001 | Val Loss: 0.0080 | R2: 0.5674 | Pearson: 0.7652 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [63/80] | Train Loss: 0.0001 | Val Loss: 0.0081 | R2: 0.5713 | Pearson: 0.7688 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [64/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5716 | Pearson: 0.7682 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [65/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5739 | Pearson: 0.7699 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [66/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5769 | Pearson: 0.7702 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [67/80] | Train Loss: 0.0001 | Val Loss: 0.0080 | R2: 0.5638 | Pearson: 0.7661 | Best Correlation : 0.7706 | Best Epoch : 57
Fold 2 | Epoch [68/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5762 | Pearson: 0.7739 | Best Correlation : 0.7739 | Best Epoch : 67
Fold 2 | Epoch [69/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5762 | Pearson: 0.7745 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [70/80] | Train Loss: 0.0001 | Val Loss: 0.0079 | R2: 0.5679 | Pearson: 0.7701 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [71/80] | Train Loss: 0.0001 | Val Loss: 0.0078 | R2: 0.5726 | Pearson: 0.7707 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [72/80] | Train Loss: 0.0000 | Val Loss: 0.0079 | R2: 0.5731 | Pearson: 0.7717 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [73/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5759 | Pearson: 0.7729 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [74/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5736 | Pearson: 0.7712 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [75/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5721 | Pearson: 0.7716 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [76/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5747 | Pearson: 0.7722 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [77/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5741 | Pearson: 0.7735 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [78/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5725 | Pearson: 0.7707 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [79/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5739 | Pearson: 0.7724 | Best Correlation : 0.7745 | Best Epoch : 68
Fold 2 | Epoch [80/80] | Train Loss: 0.0000 | Val Loss: 0.0078 | R2: 0.5760 | Pearson: 0.7737 | Best Correlation : 0.7745 | Best Epoch : 68
