Fold 1 | Epoch [1/150] | Train Loss: 0.0826 | Val Loss: 0.2295 | R2: -12.4319 | Pearson: -0.0055
Fold 1 | Epoch [27/150] | Train Loss: 0.0017 | Val Loss: 0.0150 | R2: 0.1256 | Pearson: 0.4830
Fold 1 | Epoch [28/150] | Train Loss: 0.0024 | Val Loss: 0.0143 | R2: 0.1619 | Pearson: 0.4817
Fold 1 | Epoch [29/150] | Train Loss: 0.0013 | Val Loss: 0.0154 | R2: 0.0991 | Pearson: 0.4731
Fold 1 | Epoch [30/150] | Train Loss: 0.0013 | Val Loss: 0.0141 | R2: 0.1795 | Pearson: 0.4857
Fold 1 | Epoch [31/150] | Train Loss: 0.0019 | Val Loss: 0.0143 | R2: 0.1581 | Pearson: 0.4941
Fold 1 | Epoch [32/150] | Train Loss: 0.0014 | Val Loss: 0.0129 | R2: 0.2485 | Pearson: 0.5562
Fold 1 | Epoch [33/150] | Train Loss: 0.0012 | Val Loss: 0.0124 | R2: 0.2744 | Pearson: 0.5477
Fold 1 | Epoch [34/150] | Train Loss: 0.0009 | Val Loss: 0.0129 | R2: 0.2438 | Pearson: 0.5364
Fold 1 | Epoch [35/150] | Train Loss: 0.0010 | Val Loss: 0.0133 | R2: 0.2169 | Pearson: 0.5395
Fold 1 | Epoch [36/150] | Train Loss: 0.0015 | Val Loss: 0.0244 | R2: -0.4352 | Pearson: 0.4212
Fold 1 | Epoch [37/150] | Train Loss: 0.0015 | Val Loss: 0.0183 | R2: -0.0713 | Pearson: 0.4586
Fold 1 | Epoch [38/150] | Train Loss: 0.0015 | Val Loss: 0.0158 | R2: 0.0760 | Pearson: 0.5137
Fold 1 | Epoch [39/150] | Train Loss: 0.0021 | Val Loss: 0.0157 | R2: 0.0828 | Pearson: 0.4463
Fold 1 | Epoch [40/150] | Train Loss: 0.0022 | Val Loss: 0.0148 | R2: 0.1347 | Pearson: 0.4262
Fold 1 | Epoch [41/150] | Train Loss: 0.0016 | Val Loss: 0.0185 | R2: -0.0756 | Pearson: 0.2755
Fold 1 | Epoch [42/150] | Train Loss: 0.0013 | Val Loss: 0.0154 | R2: 0.0991 | Pearson: 0.4695
Fold 1 | Epoch [43/150] | Train Loss: 0.0009 | Val Loss: 0.0151 | R2: 0.1195 | Pearson: 0.5238
Fold 1 | Epoch [44/150] | Train Loss: 0.0011 | Val Loss: 0.0130 | R2: 0.2345 | Pearson: 0.5124
Fold 1 | Epoch [45/150] | Train Loss: 0.0010 | Val Loss: 0.0140 | R2: 0.1791 | Pearson: 0.5267
Fold 1 | Epoch [46/150] | Train Loss: 0.0010 | Val Loss: 0.0151 | R2: 0.1139 | Pearson: 0.4699
Fold 1 | Epoch [47/150] | Train Loss: 0.0014 | Val Loss: 0.0125 | R2: 0.2750 | Pearson: 0.5389
Fold 1 | Epoch [48/150] | Train Loss: 0.0010 | Val Loss: 0.0165 | R2: 0.0317 | Pearson: 0.5280
Fold 1 | Epoch [49/150] | Train Loss: 0.0009 | Val Loss: 0.0171 | R2: -0.0085 | Pearson: 0.4638
Fold 1 | Epoch [50/150] | Train Loss: 0.0011 | Val Loss: 0.0133 | R2: 0.2227 | Pearson: 0.4951
Fold 1 | Epoch [51/150] | Train Loss: 0.0016 | Val Loss: 0.0171 | R2: -0.0032 | Pearson: 0.4584
Fold 1 | Epoch [52/150] | Train Loss: 0.0019 | Val Loss: 0.0133 | R2: 0.2272 | Pearson: 0.5166
Fold 1 | Epoch [53/150] | Train Loss: 0.0013 | Val Loss: 0.0185 | R2: -0.0795 | Pearson: 0.4771
Fold 1 | Epoch [54/150] | Train Loss: 0.0010 | Val Loss: 0.0125 | R2: 0.2644 | Pearson: 0.5341
Fold 1 | Epoch [55/150] | Train Loss: 0.0010 | Val Loss: 0.0124 | R2: 0.2780 | Pearson: 0.5458
Fold 1 | Epoch [56/150] | Train Loss: 0.0012 | Val Loss: 0.0141 | R2: 0.1716 | Pearson: 0.5211
Fold 1 | Epoch [57/150] | Train Loss: 0.0011 | Val Loss: 0.0173 | R2: -0.0164 | Pearson: 0.4826
Fold 1 | Epoch [58/150] | Train Loss: 0.0011 | Val Loss: 0.0125 | R2: 0.2817 | Pearson: 0.5594
Fold 1 | Epoch [59/150] | Train Loss: 0.0013 | Val Loss: 0.0120 | R2: 0.3017 | Pearson: 0.5672
Fold 1 | Epoch [60/150] | Train Loss: 0.0014 | Val Loss: 0.0194 | R2: -0.1355 | Pearson: 0.4266
Fold 1 | Epoch [61/150] | Train Loss: 0.0017 | Val Loss: 0.0149 | R2: 0.1270 | Pearson: 0.5245
Fold 1 | Epoch [62/150] | Train Loss: 0.0011 | Val Loss: 0.0148 | R2: 0.1345 | Pearson: 0.4631
Fold 1 | Epoch [63/150] | Train Loss: 0.0009 | Val Loss: 0.0194 | R2: -0.1373 | Pearson: 0.3268
Fold 1 | Epoch [64/150] | Train Loss: 0.0009 | Val Loss: 0.0130 | R2: 0.2358 | Pearson: 0.5523
Fold 1 | Epoch [65/150] | Train Loss: 0.0008 | Val Loss: 0.0173 | R2: -0.0123 | Pearson: 0.5128
Fold 1 | Epoch [66/150] | Train Loss: 0.0011 | Val Loss: 0.0126 | R2: 0.2670 | Pearson: 0.5580
Fold 1 | Epoch [67/150] | Train Loss: 0.0010 | Val Loss: 0.0143 | R2: 0.1573 | Pearson: 0.4937
Fold 1 | Epoch [68/150] | Train Loss: 0.0015 | Val Loss: 0.0128 | R2: 0.2474 | Pearson: 0.5180
Fold 1 | Epoch [69/150] | Train Loss: 0.0012 | Val Loss: 0.0171 | R2: 0.0001 | Pearson: 0.2808
Fold 1 | Epoch [70/150] | Train Loss: 0.0014 | Val Loss: 0.0165 | R2: 0.0400 | Pearson: 0.4613
Fold 1 | Epoch [71/150] | Train Loss: 0.0015 | Val Loss: 0.0139 | R2: 0.1842 | Pearson: 0.4774
Fold 1 | Epoch [72/150] | Train Loss: 0.0009 | Val Loss: 0.0136 | R2: 0.2063 | Pearson: 0.5381
Fold 1 | Epoch [73/150] | Train Loss: 0.0009 | Val Loss: 0.0120 | R2: 0.3058 | Pearson: 0.5652
Fold 1 | Epoch [74/150] | Train Loss: 0.0008 | Val Loss: 0.0147 | R2: 0.1413 | Pearson: 0.5466
Fold 1 | Epoch [75/150] | Train Loss: 0.0011 | Val Loss: 0.0124 | R2: 0.2661 | Pearson: 0.5351
Fold 1 | Epoch [76/150] | Train Loss: 0.0008 | Val Loss: 0.0153 | R2: 0.1053 | Pearson: 0.4942
Fold 1 | Epoch [77/150] | Train Loss: 0.0011 | Val Loss: 0.0145 | R2: 0.1463 | Pearson: 0.5444
Fold 1 | Epoch [78/150] | Train Loss: 0.0011 | Val Loss: 0.0121 | R2: 0.2892 | Pearson: 0.5575
Fold 1 | Epoch [79/150] | Train Loss: 0.0007 | Val Loss: 0.0122 | R2: 0.2936 | Pearson: 0.5500
Fold 1 | Epoch [80/150] | Train Loss: 0.0011 | Val Loss: 0.0139 | R2: 0.1835 | Pearson: 0.4660
Fold 1 | Epoch [81/150] | Train Loss: 0.0014 | Val Loss: 0.0133 | R2: 0.2225 | Pearson: 0.5269
Fold 1 | Epoch [82/150] | Train Loss: 0.0009 | Val Loss: 0.0128 | R2: 0.2500 | Pearson: 0.5561
Fold 1 | Epoch [83/150] | Train Loss: 0.0011 | Val Loss: 0.0119 | R2: 0.3065 | Pearson: 0.5667
Fold 1 | Epoch [84/150] | Train Loss: 0.0009 | Val Loss: 0.0155 | R2: 0.0906 | Pearson: 0.5092
Fold 1 | Epoch [85/150] | Train Loss: 0.0011 | Val Loss: 0.0123 | R2: 0.2761 | Pearson: 0.5453
Fold 1 | Epoch [86/150] | Train Loss: 0.0006 | Val Loss: 0.0117 | R2: 0.3175 | Pearson: 0.5736
Fold 1 | Epoch [87/150] | Train Loss: 0.0007 | Val Loss: 0.0130 | R2: 0.2429 | Pearson: 0.5229
Fold 1 | Epoch [88/150] | Train Loss: 0.0006 | Val Loss: 0.0117 | R2: 0.3145 | Pearson: 0.5754
Fold 1 | Epoch [89/150] | Train Loss: 0.0006 | Val Loss: 0.0115 | R2: 0.3219 | Pearson: 0.5847
Fold 1 | Epoch [90/150] | Train Loss: 0.0009 | Val Loss: 0.0119 | R2: 0.2971 | Pearson: 0.5527
Fold 1 | Epoch [91/150] | Train Loss: 0.0009 | Val Loss: 0.0126 | R2: 0.2637 | Pearson: 0.5382
Fold 1 | Epoch [92/150] | Train Loss: 0.0009 | Val Loss: 0.0120 | R2: 0.3019 | Pearson: 0.5582
Fold 1 | Epoch [93/150] | Train Loss: 0.0006 | Val Loss: 0.0117 | R2: 0.3133 | Pearson: 0.5734
Fold 1 | Epoch [94/150] | Train Loss: 0.0007 | Val Loss: 0.0127 | R2: 0.2608 | Pearson: 0.5563
Fold 1 | Epoch [95/150] | Train Loss: 0.0005 | Val Loss: 0.0116 | R2: 0.3229 | Pearson: 0.5749
Fold 1 | Epoch [96/150] | Train Loss: 0.0006 | Val Loss: 0.0119 | R2: 0.3036 | Pearson: 0.5607
Fold 1 | Epoch [97/150] | Train Loss: 0.0005 | Val Loss: 0.0130 | R2: 0.2418 | Pearson: 0.5201
Fold 1 | Epoch [98/150] | Train Loss: 0.0005 | Val Loss: 0.0116 | R2: 0.3230 | Pearson: 0.5731
Fold 1 | Epoch [99/150] | Train Loss: 0.0006 | Val Loss: 0.0119 | R2: 0.2990 | Pearson: 0.5641
Fold 1 | Epoch [100/150] | Train Loss: 0.0006 | Val Loss: 0.0127 | R2: 0.2544 | Pearson: 0.5360
Fold 1 | Epoch [101/150] | Train Loss: 0.0005 | Val Loss: 0.0117 | R2: 0.3122 | Pearson: 0.5760
Fold 1 | Epoch [102/150] | Train Loss: 0.0005 | Val Loss: 0.0121 | R2: 0.3014 | Pearson: 0.5677
Fold 1 | Epoch [103/150] | Train Loss: 0.0005 | Val Loss: 0.0114 | R2: 0.3312 | Pearson: 0.5785
Fold 1 | Epoch [104/150] | Train Loss: 0.0004 | Val Loss: 0.0121 | R2: 0.2955 | Pearson: 0.5516
Fold 1 | Epoch [105/150] | Train Loss: 0.0006 | Val Loss: 0.0115 | R2: 0.3287 | Pearson: 0.5770
Fold 1 | Epoch [106/150] | Train Loss: 0.0006 | Val Loss: 0.0130 | R2: 0.2383 | Pearson: 0.5376
Fold 1 | Epoch [107/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3266 | Pearson: 0.5762
Fold 1 | Epoch [108/150] | Train Loss: 0.0005 | Val Loss: 0.0119 | R2: 0.3056 | Pearson: 0.5699
Fold 1 | Epoch [109/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3229 | Pearson: 0.5745
Fold 1 | Epoch [110/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3262 | Pearson: 0.5794
Fold 1 | Epoch [111/150] | Train Loss: 0.0005 | Val Loss: 0.0128 | R2: 0.2552 | Pearson: 0.5242
Fold 1 | Epoch [112/150] | Train Loss: 0.0006 | Val Loss: 0.0116 | R2: 0.3228 | Pearson: 0.5790
Fold 1 | Epoch [113/150] | Train Loss: 0.0005 | Val Loss: 0.0126 | R2: 0.2579 | Pearson: 0.5382
Fold 1 | Epoch [114/150] | Train Loss: 0.0006 | Val Loss: 0.0118 | R2: 0.3088 | Pearson: 0.5613
Fold 1 | Epoch [115/150] | Train Loss: 0.0005 | Val Loss: 0.0113 | R2: 0.3399 | Pearson: 0.5878
Fold 1 | Epoch [116/150] | Train Loss: 0.0005 | Val Loss: 0.0114 | R2: 0.3329 | Pearson: 0.5815
Fold 1 | Epoch [117/150] | Train Loss: 0.0005 | Val Loss: 0.0121 | R2: 0.2891 | Pearson: 0.5559
Fold 1 | Epoch [118/150] | Train Loss: 0.0005 | Val Loss: 0.0114 | R2: 0.3332 | Pearson: 0.5823
Fold 1 | Epoch [119/150] | Train Loss: 0.0003 | Val Loss: 0.0117 | R2: 0.3223 | Pearson: 0.5722
Fold 1 | Epoch [120/150] | Train Loss: 0.0004 | Val Loss: 0.0117 | R2: 0.3122 | Pearson: 0.5767
Fold 1 | Epoch [121/150] | Train Loss: 0.0009 | Val Loss: 0.0115 | R2: 0.3242 | Pearson: 0.5792
Fold 1 | Epoch [122/150] | Train Loss: 0.0006 | Val Loss: 0.0114 | R2: 0.3357 | Pearson: 0.5846
Fold 1 | Epoch [123/150] | Train Loss: 0.0005 | Val Loss: 0.0114 | R2: 0.3381 | Pearson: 0.5871
Fold 1 | Epoch [124/150] | Train Loss: 0.0004 | Val Loss: 0.0114 | R2: 0.3347 | Pearson: 0.5839
Fold 1 | Epoch [125/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3278 | Pearson: 0.5792
Fold 1 | Epoch [126/150] | Train Loss: 0.0005 | Val Loss: 0.0116 | R2: 0.3223 | Pearson: 0.5745
Fold 1 | Epoch [127/150] | Train Loss: 0.0004 | Val Loss: 0.0118 | R2: 0.3163 | Pearson: 0.5743
Fold 1 | Epoch [128/150] | Train Loss: 0.0003 | Val Loss: 0.0115 | R2: 0.3243 | Pearson: 0.5764
Fold 1 | Epoch [129/150] | Train Loss: 0.0005 | Val Loss: 0.0117 | R2: 0.3280 | Pearson: 0.5810
Fold 1 | Epoch [130/150] | Train Loss: 0.0004 | Val Loss: 0.0115 | R2: 0.3292 | Pearson: 0.5792
Fold 1 | Epoch [131/150] | Train Loss: 0.0003 | Val Loss: 0.0114 | R2: 0.3335 | Pearson: 0.5815
Fold 1 | Epoch [132/150] | Train Loss: 0.0003 | Val Loss: 0.0113 | R2: 0.3399 | Pearson: 0.5870
Fold 1 | Epoch [133/150] | Train Loss: 0.0007 | Val Loss: 0.0113 | R2: 0.3339 | Pearson: 0.5825
Fold 1 | Epoch [134/150] | Train Loss: 0.0004 | Val Loss: 0.0114 | R2: 0.3326 | Pearson: 0.5817
Fold 1 | Epoch [135/150] | Train Loss: 0.0004 | Val Loss: 0.0114 | R2: 0.3305 | Pearson: 0.5792
Fold 1 | Epoch [136/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3304 | Pearson: 0.5798
Fold 1 | Epoch [137/150] | Train Loss: 0.0006 | Val Loss: 0.0117 | R2: 0.3134 | Pearson: 0.5742
Fold 1 | Epoch [138/150] | Train Loss: 0.0003 | Val Loss: 0.0115 | R2: 0.3275 | Pearson: 0.5778
Fold 1 | Epoch [139/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3257 | Pearson: 0.5797
Fold 1 | Epoch [140/150] | Train Loss: 0.0003 | Val Loss: 0.0115 | R2: 0.3274 | Pearson: 0.5770
Fold 1 | Epoch [141/150] | Train Loss: 0.0003 | Val Loss: 0.0114 | R2: 0.3291 | Pearson: 0.5790
Fold 1 | Epoch [142/150] | Train Loss: 0.0003 | Val Loss: 0.0113 | R2: 0.3358 | Pearson: 0.5841
Fold 1 | Epoch [143/150] | Train Loss: 0.0004 | Val Loss: 0.0115 | R2: 0.3280 | Pearson: 0.5804
Fold 1 | Epoch [144/150] | Train Loss: 0.0009 | Val Loss: 0.0116 | R2: 0.3224 | Pearson: 0.5737
Fold 1 | Epoch [145/150] | Train Loss: 0.0004 | Val Loss: 0.0114 | R2: 0.3340 | Pearson: 0.5840
Fold 1 | Epoch [146/150] | Train Loss: 0.0005 | Val Loss: 0.0114 | R2: 0.3265 | Pearson: 0.5810
Fold 1 | Epoch [147/150] | Train Loss: 0.0005 | Val Loss: 0.0115 | R2: 0.3246 | Pearson: 0.5831
Fold 1 | Epoch [148/150] | Train Loss: 0.0004 | Val Loss: 0.0115 | R2: 0.3326 | Pearson: 0.5809
Fold 1 | Epoch [149/150] | Train Loss: 0.0003 | Val Loss: 0.0115 | R2: 0.3299 | Pearson: 0.5785
Fold 1 | Epoch [150/150] | Train Loss: 0.0004 | Val Loss: 0.0114 | R2: 0.3283 | Pearson: 0.5783
