Fold 1 | Epoch [1/80] | Train Loss: 0.0237 | Val Loss: 0.0191 | R2: -0.1145 | Pearson: -0.1285 | Best Correlation : -0.1285 | Best Epoch : 0
Fold 1 | Epoch [26/80] | Train Loss: 0.0016 | Val Loss: 0.0113 | R2: 0.3467 | Pearson: 0.6178 | Best Correlation : 0.7020 | Best Epoch : 21
Fold 1 | Epoch [27/80] | Train Loss: 0.0015 | Val Loss: 0.0084 | R2: 0.5201 | Pearson: 0.7241 | Best Correlation : 0.7241 | Best Epoch : 26
Fold 1 | Epoch [28/80] | Train Loss: 0.0013 | Val Loss: 0.0081 | R2: 0.5253 | Pearson: 0.7269 | Best Correlation : 0.7269 | Best Epoch : 27
Fold 1 | Epoch [29/80] | Train Loss: 0.0013 | Val Loss: 0.0089 | R2: 0.4839 | Pearson: 0.7176 | Best Correlation : 0.7269 | Best Epoch : 27
Fold 1 | Epoch [30/80] | Train Loss: 0.0012 | Val Loss: 0.0121 | R2: 0.2968 | Pearson: 0.5893 | Best Correlation : 0.7269 | Best Epoch : 27
Fold 1 | Epoch [31/80] | Train Loss: 0.0010 | Val Loss: 0.0090 | R2: 0.4748 | Pearson: 0.6961 | Best Correlation : 0.7269 | Best Epoch : 27
Fold 1 | Epoch [32/80] | Train Loss: 0.0009 | Val Loss: 0.0078 | R2: 0.5420 | Pearson: 0.7384 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [33/80] | Train Loss: 0.0009 | Val Loss: 0.0081 | R2: 0.5262 | Pearson: 0.7265 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [34/80] | Train Loss: 0.0010 | Val Loss: 0.0094 | R2: 0.4511 | Pearson: 0.6767 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [35/80] | Train Loss: 0.0007 | Val Loss: 0.0090 | R2: 0.4803 | Pearson: 0.7027 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [36/80] | Train Loss: 0.0007 | Val Loss: 0.0081 | R2: 0.5263 | Pearson: 0.7304 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [37/80] | Train Loss: 0.0006 | Val Loss: 0.0099 | R2: 0.4191 | Pearson: 0.6807 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [38/80] | Train Loss: 0.0005 | Val Loss: 0.0082 | R2: 0.5217 | Pearson: 0.7306 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [39/80] | Train Loss: 0.0005 | Val Loss: 0.0093 | R2: 0.4576 | Pearson: 0.6846 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [40/80] | Train Loss: 0.0005 | Val Loss: 0.0093 | R2: 0.4659 | Pearson: 0.7040 | Best Correlation : 0.7384 | Best Epoch : 31
Fold 1 | Epoch [41/80] | Train Loss: 0.0005 | Val Loss: 0.0075 | R2: 0.5620 | Pearson: 0.7534 | Best Correlation : 0.7534 | Best Epoch : 40
Fold 1 | Epoch [42/80] | Train Loss: 0.0004 | Val Loss: 0.0090 | R2: 0.4815 | Pearson: 0.7118 | Best Correlation : 0.7534 | Best Epoch : 40
Fold 1 | Epoch [43/80] | Train Loss: 0.0004 | Val Loss: 0.0080 | R2: 0.5385 | Pearson: 0.7499 | Best Correlation : 0.7534 | Best Epoch : 40
Fold 1 | Epoch [44/80] | Train Loss: 0.0004 | Val Loss: 0.0077 | R2: 0.5543 | Pearson: 0.7524 | Best Correlation : 0.7534 | Best Epoch : 40
Fold 1 | Epoch [45/80] | Train Loss: 0.0004 | Val Loss: 0.0082 | R2: 0.5224 | Pearson: 0.7368 | Best Correlation : 0.7534 | Best Epoch : 40
Fold 1 | Epoch [46/80] | Train Loss: 0.0003 | Val Loss: 0.0075 | R2: 0.5614 | Pearson: 0.7585 | Best Correlation : 0.7585 | Best Epoch : 45
Fold 1 | Epoch [47/80] | Train Loss: 0.0003 | Val Loss: 0.0075 | R2: 0.5627 | Pearson: 0.7569 | Best Correlation : 0.7585 | Best Epoch : 45
Fold 1 | Epoch [48/80] | Train Loss: 0.0003 | Val Loss: 0.0074 | R2: 0.5674 | Pearson: 0.7609 | Best Correlation : 0.7609 | Best Epoch : 47
Fold 1 | Epoch [49/80] | Train Loss: 0.0003 | Val Loss: 0.0083 | R2: 0.5172 | Pearson: 0.7338 | Best Correlation : 0.7609 | Best Epoch : 47
Fold 1 | Epoch [50/80] | Train Loss: 0.0003 | Val Loss: 0.0079 | R2: 0.5382 | Pearson: 0.7439 | Best Correlation : 0.7609 | Best Epoch : 47
Fold 1 | Epoch [51/80] | Train Loss: 0.0002 | Val Loss: 0.0076 | R2: 0.5581 | Pearson: 0.7527 | Best Correlation : 0.7609 | Best Epoch : 47
Fold 1 | Epoch [52/80] | Train Loss: 0.0002 | Val Loss: 0.0075 | R2: 0.5588 | Pearson: 0.7552 | Best Correlation : 0.7609 | Best Epoch : 47
Fold 1 | Epoch [53/80] | Train Loss: 0.0002 | Val Loss: 0.0072 | R2: 0.5814 | Pearson: 0.7685 | Best Correlation : 0.7685 | Best Epoch : 52
Fold 1 | Epoch [54/80] | Train Loss: 0.0002 | Val Loss: 0.0078 | R2: 0.5430 | Pearson: 0.7458 | Best Correlation : 0.7685 | Best Epoch : 52
Fold 1 | Epoch [55/80] | Train Loss: 0.0002 | Val Loss: 0.0073 | R2: 0.5734 | Pearson: 0.7634 | Best Correlation : 0.7685 | Best Epoch : 52
Fold 1 | Epoch [56/80] | Train Loss: 0.0002 | Val Loss: 0.0074 | R2: 0.5656 | Pearson: 0.7601 | Best Correlation : 0.7685 | Best Epoch : 52
Fold 1 | Epoch [57/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5716 | Pearson: 0.7667 | Best Correlation : 0.7685 | Best Epoch : 52
Fold 1 | Epoch [58/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5703 | Pearson: 0.7641 | Best Correlation : 0.7685 | Best Epoch : 52
Fold 1 | Epoch [59/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5780 | Pearson: 0.7673 | Best Correlation : 0.7685 | Best Epoch : 52
Fold 1 | Epoch [60/80] | Train Loss: 0.0001 | Val Loss: 0.0072 | R2: 0.5787 | Pearson: 0.7690 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [61/80] | Train Loss: 0.0001 | Val Loss: 0.0074 | R2: 0.5682 | Pearson: 0.7625 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [62/80] | Train Loss: 0.0001 | Val Loss: 0.0075 | R2: 0.5636 | Pearson: 0.7613 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [63/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5699 | Pearson: 0.7640 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [64/80] | Train Loss: 0.0001 | Val Loss: 0.0074 | R2: 0.5698 | Pearson: 0.7619 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [65/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5734 | Pearson: 0.7647 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [66/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5741 | Pearson: 0.7674 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [67/80] | Train Loss: 0.0001 | Val Loss: 0.0075 | R2: 0.5738 | Pearson: 0.7662 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [68/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5756 | Pearson: 0.7684 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [69/80] | Train Loss: 0.0001 | Val Loss: 0.0072 | R2: 0.5786 | Pearson: 0.7688 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [70/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5708 | Pearson: 0.7650 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [71/80] | Train Loss: 0.0001 | Val Loss: 0.0074 | R2: 0.5744 | Pearson: 0.7685 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [72/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5704 | Pearson: 0.7651 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [73/80] | Train Loss: 0.0001 | Val Loss: 0.0073 | R2: 0.5729 | Pearson: 0.7678 | Best Correlation : 0.7690 | Best Epoch : 59
Fold 1 | Epoch [74/80] | Train Loss: 0.0000 | Val Loss: 0.0072 | R2: 0.5802 | Pearson: 0.7704 | Best Correlation : 0.7704 | Best Epoch : 73
Fold 1 | Epoch [75/80] | Train Loss: 0.0000 | Val Loss: 0.0073 | R2: 0.5725 | Pearson: 0.7659 | Best Correlation : 0.7704 | Best Epoch : 73
Fold 1 | Epoch [76/80] | Train Loss: 0.0000 | Val Loss: 0.0074 | R2: 0.5740 | Pearson: 0.7673 | Best Correlation : 0.7704 | Best Epoch : 73
Fold 1 | Epoch [77/80] | Train Loss: 0.0000 | Val Loss: 0.0073 | R2: 0.5753 | Pearson: 0.7685 | Best Correlation : 0.7704 | Best Epoch : 73
Fold 1 | Epoch [78/80] | Train Loss: 0.0000 | Val Loss: 0.0073 | R2: 0.5757 | Pearson: 0.7680 | Best Correlation : 0.7704 | Best Epoch : 73
Fold 1 | Epoch [79/80] | Train Loss: 0.0000 | Val Loss: 0.0073 | R2: 0.5752 | Pearson: 0.7684 | Best Correlation : 0.7704 | Best Epoch : 73
Fold 1 | Epoch [80/80] | Train Loss: 0.0000 | Val Loss: 0.0073 | R2: 0.5757 | Pearson: 0.7680 | Best Correlation : 0.7704 | Best Epoch : 73
