Fold 2 | Epoch [1/80] | Train Loss: 0.0317 | Val Loss: 0.0209 | R2: -0.2114 | Pearson: 0.2565
Fold 2 | Epoch [48/80] | Train Loss: 0.0012 | Val Loss: 0.0136 | R2: 0.2094 | Pearson: 0.5431
Fold 2 | Epoch [49/80] | Train Loss: 0.0012 | Val Loss: 0.0232 | R2: -0.3420 | Pearson: 0.4826
Fold 2 | Epoch [50/80] | Train Loss: 0.0012 | Val Loss: 0.0154 | R2: 0.1098 | Pearson: 0.5014
Fold 2 | Epoch [51/80] | Train Loss: 0.0010 | Val Loss: 0.0151 | R2: 0.1245 | Pearson: 0.4627
Fold 2 | Epoch [52/80] | Train Loss: 0.0010 | Val Loss: 0.0139 | R2: 0.1927 | Pearson: 0.5371
Fold 2 | Epoch [53/80] | Train Loss: 0.0010 | Val Loss: 0.0191 | R2: -0.1087 | Pearson: 0.5335
Fold 2 | Epoch [54/80] | Train Loss: 0.0010 | Val Loss: 0.0144 | R2: 0.1643 | Pearson: 0.5359
Fold 2 | Epoch [55/80] | Train Loss: 0.0009 | Val Loss: 0.0145 | R2: 0.1599 | Pearson: 0.4871
Fold 2 | Epoch [56/80] | Train Loss: 0.0009 | Val Loss: 0.0122 | R2: 0.2952 | Pearson: 0.5620
Fold 2 | Epoch [57/80] | Train Loss: 0.0009 | Val Loss: 0.0147 | R2: 0.1523 | Pearson: 0.5379
Fold 2 | Epoch [58/80] | Train Loss: 0.0008 | Val Loss: 0.0182 | R2: -0.0584 | Pearson: 0.5052
Fold 2 | Epoch [59/80] | Train Loss: 0.0009 | Val Loss: 0.0122 | R2: 0.2937 | Pearson: 0.5680
Fold 2 | Epoch [60/80] | Train Loss: 0.0008 | Val Loss: 0.0201 | R2: -0.1679 | Pearson: 0.4738
Fold 2 | Epoch [61/80] | Train Loss: 0.0008 | Val Loss: 0.0157 | R2: 0.0895 | Pearson: 0.5151
Fold 2 | Epoch [62/80] | Train Loss: 0.0008 | Val Loss: 0.0166 | R2: 0.0340 | Pearson: 0.4746
Fold 2 | Epoch [63/80] | Train Loss: 0.0008 | Val Loss: 0.0136 | R2: 0.2149 | Pearson: 0.5385
Fold 2 | Epoch [64/80] | Train Loss: 0.0007 | Val Loss: 0.0126 | R2: 0.2718 | Pearson: 0.5621
Fold 2 | Epoch [65/80] | Train Loss: 0.0007 | Val Loss: 0.0121 | R2: 0.3013 | Pearson: 0.5634
Fold 2 | Epoch [66/80] | Train Loss: 0.0008 | Val Loss: 0.0120 | R2: 0.3039 | Pearson: 0.5657
Fold 2 | Epoch [67/80] | Train Loss: 0.0007 | Val Loss: 0.0132 | R2: 0.2359 | Pearson: 0.5481
Fold 2 | Epoch [68/80] | Train Loss: 0.0008 | Val Loss: 0.0120 | R2: 0.3038 | Pearson: 0.5666
Fold 2 | Epoch [69/80] | Train Loss: 0.0007 | Val Loss: 0.0121 | R2: 0.3007 | Pearson: 0.5598
Fold 2 | Epoch [70/80] | Train Loss: 0.0007 | Val Loss: 0.0120 | R2: 0.3025 | Pearson: 0.5612
Fold 2 | Epoch [71/80] | Train Loss: 0.0006 | Val Loss: 0.0124 | R2: 0.2819 | Pearson: 0.5569
Fold 2 | Epoch [72/80] | Train Loss: 0.0006 | Val Loss: 0.0120 | R2: 0.3010 | Pearson: 0.5609
Fold 2 | Epoch [73/80] | Train Loss: 0.0007 | Val Loss: 0.0122 | R2: 0.2957 | Pearson: 0.5530
Fold 2 | Epoch [74/80] | Train Loss: 0.0006 | Val Loss: 0.0121 | R2: 0.3004 | Pearson: 0.5590
Fold 2 | Epoch [75/80] | Train Loss: 0.0006 | Val Loss: 0.0121 | R2: 0.2946 | Pearson: 0.5560
Fold 2 | Epoch [76/80] | Train Loss: 0.0006 | Val Loss: 0.0122 | R2: 0.2983 | Pearson: 0.5612
Fold 2 | Epoch [77/80] | Train Loss: 0.0006 | Val Loss: 0.0122 | R2: 0.2939 | Pearson: 0.5545
Fold 2 | Epoch [78/80] | Train Loss: 0.0006 | Val Loss: 0.0120 | R2: 0.3065 | Pearson: 0.5634
Fold 2 | Epoch [79/80] | Train Loss: 0.0007 | Val Loss: 0.0122 | R2: 0.2949 | Pearson: 0.5624
Fold 2 | Epoch [80/80] | Train Loss: 0.0007 | Val Loss: 0.0121 | R2: 0.3012 | Pearson: 0.5609
